month,year,mpaa,budget,runtime,screens,opening_week,domestic_box_office,user_vote,ratings,critic_vote,meta_score,country,sequel,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7
11.0,2004.0,4,56600000.0,133.0,219.0,101749.0,6524389.0,76000.0,7.6,186.0,78.37,84,0.0,-0.4378363932131201,-0.9154023434881325,0.28420670248045454,1.5270202266355863,-0.606371509816392,-0.966986462520441,0.35135331334891884
9.0,2014.0,4,28000000.0,114.0,2714.0,12758780.0,26307600.0,127000.0,6.5,200.0,66.02,193,0.0,-0.4577363391071529,0.553377289151361,0.7615955857684282,0.31429682863503006,1.970059930763683,-0.3846273054573172,1.0885374396261007
9.0,2015.0,4,8000000.0,104.0,2158.0,8246267.0,29504281.0,30000.0,6.4,195.0,46.77,193,0.0,0.1830743923521303,-0.1382665225414618,-0.6791827942710031,0.3064863682896206,-0.3555593509888832,1.517770335270387,0.35841170439518255
1.0,2002.0,2,11800000.0,101.0,2420.0,12177488.0,41281092.0,222000.0,7.3,131.0,30.19,193,0.0,-0.5887241064692944,-0.6686317478258097,-0.38275760758984406,0.19640637092585472,-0.6051965484979235,-0.16608075052398893,0.8625126276306974
3.0,2018.0,2,103000000.0,120.0,3980.0,33123609.0,100478608.0,48000.0,4.3,396.0,44.31,193,0.0,1.8743017978736496,0.05861671129583287,0.14720378036076703,0.20011618665811948,-0.6193883520002766,0.34532412420923786,1.4511169411557236
6.0,2001.0,3,100000000.0,146.0,3242.0,29352630.0,78616689.0,323000.0,7.2,32.0,65.0,234,0.0,0.14973881931748856,0.44786821408597466,-0.1362876591661381,0.23877371971481176,-0.816216041661709,0.21921937353193266,1.1341264852440671
3.0,2006.0,3,20000000.0,107.0,1602.0,11554404.0,21170563.0,12000.0,6.1,110.0,62.23,193,0.0,-0.4959287449490006,-1.3169657394647827,-1.0438308420336493,-0.2105872756130128,1.2716423518592501,-0.5991401045942564,0.5562271738657723
10.0,2002.0,3,25000000.0,99.0,2347.0,5064077.0,10727683.0,10000.0,4.8,137.0,19.8,215,0.0,-0.5155429619580308,-0.7113578438474065,0.9287524360426829,0.20467673345482806,-0.1668251824150678,-0.6434091702012656,1.2155858627166296
9.0,2011.0,3,35000000.0,106.0,3118.0,10925253.0,28087155.0,83000.0,5.1,129.0,8.1,193,0.0,-0.4758008364109604,0.7149407647018317,0.8003769495271416,0.46187984735130655,0.22063696354982343,-0.36000130789148505,1.154252821371782
9.0,2019.0,2,75000000.0,97.0,4248.0,20612100.0,60761390.0,42000.0,7.0,197.0,79.02,66,0.0,2.890279974827256,-0.43961454401469474,-0.14840880506613327,-0.31472154502031574,-0.018357653199924703,-0.0987040178511612,-0.4562818966475556
2.0,2014.0,4,13000000.0,100.0,2253.0,25649011.0,48637684.0,25000.0,6.0,127.0,66.58,193,0.0,-0.5610955222871157,-0.5935056976886213,-0.8166169061854496,-0.6580267582156701,-0.5119450732161068,-0.5614273605631865,-0.8401501524260917
12.0,2002.0,4,30000000.0,125.0,1240.0,282367.0,65016287.0,134000.0,7.2,245.0,85.0,193,0.0,-0.451995920233514,-0.4520387244049077,-0.0650354913958356,0.21137617985970278,-0.3955901450534862,0.24031811525631191,0.5900768729956091
9.0,2013.0,4,12000000.0,123.0,175.0,1076250.0,15323921.0,387000.0,7.8,201.0,68.29,176,0.0,-0.27524776339740226,-0.5843502432786613,-0.7648705388151218,-0.23611072210850068,-0.8367065310088511,-0.49652356195171354,0.8649440454738048
5.0,2002.0,3,30000000.0,101.0,1756.0,8557630.0,41385278.0,192000.0,7.1,223.0,89.93,176,0.0,-0.5740700962109744,-0.966916951456933,-0.8965539924580174,-0.10744388575941645,-0.46269438480216113,-0.4208358351637943,0.5479562459721136
6.0,2012.0,4,69000000.0,105.0,3109.0,16306974.0,37519139.0,162000.0,5.9,229.0,35.22,193,0.0,-0.180364558251784,1.0354599243280571,0.8809934187586586,-0.40678816464379985,-0.9234486315227629,-0.11597397923865975,-0.676845232251224
8.0,2006.0,3,23000000.0,93.0,2917.0,10023835.0,36580083.0,140000.0,6.4,143.0,39.7,193,0.0,-0.4243673360513352,-0.3769126742677192,-0.4988947899914412,-0.643056949281822,-0.30233866977166957,-0.15502849478288563,-1.1125859070611799
