month,year,mpaa,budget,runtime,screens,domestic_box_office,critic_vote,meta_score,country,sequel,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8
4.0,2000.0,3,43000000.0,104.0,2523.0,37035515.0,112.0,36.02,193,0.0,-0.3825365461395246,-0.7638121387038643,-0.6440369902305618,-0.10410230752436647,-0.29419012244381904,-0.012114008458526017,0.4113254775364668,-0.2432174659908712
5.0,2007.0,4,15000000.0,100.0,2305.0,28638916.0,233.0,72.88,168,0.0,-0.3998925709127802,0.13259627483967099,1.2503884258657476,-0.7140148129281003,-1.1887565286784076,0.2006405154411507,-0.9703930542126108,-0.15870700176775335
2.0,2014.0,3,28000000.0,117.0,2872.0,30697999.0,151.0,30.38,104,0.0,-0.6167083636944859,0.9120798462844913,0.24256594355934738,0.3716410817596674,0.1868723030197358,-0.13930342208979493,0.9850422296459255,0.05740580281527092
3.0,2000.0,4,4000000.0,82.0,678.0,9821335.0,45.0,3.91,193,0.0,-0.3906736835564234,-0.5250492245996341,-0.6017126935201269,-0.5146566087826036,-0.33975222293822355,-0.17890922294700293,-1.0035188988426786,-0.38910428511939066
10.0,2007.0,4,30000000.0,113.0,2859.0,39569000.0,187.0,51.31,193,0.0,-0.5476880518499415,0.9544521046465962,1.4587393037356913,-0.3310289571752436,-0.383274826181688,-0.2992431753110334,-0.7410375896801128,-0.2521476771762558
8.0,2011.0,4,28000000.0,83.0,2888.0,37053924.0,202.0,45.73,193,0.0,-0.5083689959916876,0.402665276730225,-1.0245617235685367,-0.4618368397617929,1.643871515204039,-0.33669214924595725,-0.9557321707375348,-0.4744785195301594
2.0,2001.0,4,62000000.0,125.0,2545.0,15749959.0,126.0,16.43,193,0.0,-0.5250449265485059,0.46940380331186116,-0.3864555471081065,-0.4391624375344064,2.007246378039982,-0.6437164885780121,-0.7387858033725575,-0.5266553787810685
3.0,2014.0,4,110000000.0,102.0,3490.0,106580051.0,233.0,45.44,193,0.0,-0.6000324331376676,0.8453413197028552,-0.3955402329010827,0.3489666795322809,-0.17650255981620713,0.1677209172422598,0.7680958622809482,0.10958266206618004
9.0,2007.0,4,55000000.0,122.0,3006.0,53606916.0,265.0,87.18,193,0.0,-0.5435759356243688,0.5586269110142809,-0.504645289542125,0.4973415473955925,1.6291742438301098,-0.06470817644429779,0.81130509292451,0.0493932526124935
3.0,2002.0,4,17000000.0,96.0,2399.0,37950822.0,170.0,41.72,103,0.0,-0.4995425510622917,-0.6985250209111653,-0.8986634071196087,-0.5397404173067798,-0.5555219015318666,-0.5910005492236149,-0.6636680700867218,-0.3514950143221018
4.0,2013.0,3,40000000.0,128.0,3405.0,95020213.0,233.0,77.74,193,0.0,-0.5243468307563249,-0.1929848744902594,-0.151903989998045,-0.12947282600383817,-0.28865613215822516,3.0863803839154382,0.36117619600227263,-0.015428546910011927
6.0,2017.0,3,5300000.0,89.0,2471.0,44307193.0,182.0,52.87,193,0.0,-0.2768110973961233,-0.4111369678864045,2.4742485318195535,-0.5866751569698173,-0.5683723022013947,-0.3572257125934719,-0.7540653097353731,-0.30494681312658867
8.0,2019.0,3,12000000.0,90.0,2883.0,22260900.0,105.0,43.84,192,1.0,0.16896082447539892,0.14925820680360716,1.7114519809857733,0.027367745454018995,-0.7291961003345465,-0.06443792856043706,0.8649381796200202,-0.03409688959367999
12.0,2013.0,3,175000000.0,128.0,2690.0,38362475.0,110.0,18.29,193,0.0,-0.2949112389416267,0.8616817036972013,-0.30120775341626665,0.3660867054608894,-0.3171023792871826,0.03569833767857177,0.9025821496947442,0.08965548345160453
2.0,2004.0,3,75000000.0,99.0,3612.0,120908074.0,213.0,45.54,193,0.0,-0.49140541364539286,-0.9372879350153955,-0.9409877038300436,-0.12918611604854266,-0.5099598010374621,-0.4242053347351379,0.7511763062924238,-0.2056081951935823
9.0,2011.0,4,8000000.0,100.0,2479.0,35016118.0,240.0,89.33,193,0.0,-0.49140541364539286,-0.9372879350153955,-0.9409877038300436,-0.12918611604854266,-0.5099598010374621,-0.4242053347351379,0.7511763062924238,-0.2056081951935823
7.0,2009.0,3,7500000.0,95.0,1048.0,32391374.0,36.0,76.0,193,0.0,-0.49140541364539286,-0.9372879350153955,-0.9409877038300436,-0.12918611604854266,-0.5099598010374621,-0.4242053347351379,0.7511763062924238,-0.2056081951935823
3.0,2023.0,3,45000000.0,93.0,3405.0,32062904.0,155.0,36.7,193,0.0,-0.09268931553463496,1.925025694138197,0.1909874618711159,0.35617732030026,-0.17797356057389285,-0.14353283643219775,1.3852789845773679,0.03273825067872395
11.0,2002.0,4,41000000.0,110.0,2585.0,116750901.0,249.0,75.31,193,0.0,-0.5215697973395175,-0.21044903438314663,-0.05417001825516619,-0.031461435954378315,-0.34604743858510906,0.07633881910234656,0.12662908736916037,2.822037559262516
2.0,2023.0,3,28000000.0,98.0,3939.0,39448525.0,170.0,56.76,193,0.0,-0.46249334914980755,-0.6881310008813201,-0.7852900198930017,-0.6488194944584595,-0.2790636258225617,1.2749923794139788,0.4776840043733936,-0.6187567290284662
4.0,2008.0,4,30000000.0,111.0,2168.0,17213467.0,12.0,56.0,193,0.0,-0.3057206011114652,-0.6930417923275269,1.2234115187144172,-0.029687994361614324,1.7510263897850862,-0.2225194866588621,0.9090440081068213,-0.011719899171732532
9.0,2009.0,3,30000000.0,79.0,2060.0,31749894.0,216.0,57.43,193,0.0,1.2474940524761169,1.8111179302626272,0.4834597199484977,0.5766534305349453,-0.049702750082779884,-0.24895766683194004,1.5266175421004797,0.01810495206081512
9.0,2015.0,3,5000000.0,121.0,899.0,4842699.0,32.0,26.56,193,0.0,-0.44222631257320083,-0.32190574770602143,-0.0073548557814652245,0.15046403418476217,-0.4108747351734127,0.30027031625458545,0.6573386326919602,0.17863033044027837
11.0,2017.0,4,28000000.0,104.0,3615.0,72110659.0,159.0,33.89,193,0.0,-0.3906736835564234,-0.5250492245996341,-0.6017126935201269,-0.5146566087826036,-0.33975222293822355,-0.17890922294700293,-1.0035188988426786,-0.38910428511939066
12.0,2019.0,2,45000000.0,108.0,3235.0,61696436.0,430.0,93.26,193,0.0,-0.44439002774604197,-0.2686660123128035,-0.010650960335605092,0.4152443609302549,-0.3037826287794825,1.7992739960429314,0.2948176691653459,0.3601107161275832
12.0,2001.0,3,78000000.0,135.0,2250.0,170742341.0,247.0,73.73,193,0.0,-0.3313191938566906,-0.46700801743692766,0.61667289062864,0.3581008064831998,-0.25450792944198347,1.6087420597481672,0.3925471786990735,0.23826391180315204
6.0,2011.0,3,10000000.0,98.0,216.0,1759252.0,137.0,81.18,193,0.0,-0.5510951800790691,-0.49538154401755286,-0.3043055693809472,0.12538022566058601,-0.6266444137670558,-0.11182101002202635,0.9971894614479173,0.2162396012375673
11.0,2009.0,2,200000000.0,96.0,3683.0,137855863.0,32.0,55.0,234,0.0,2.8945833652530175,-0.5331562434719221,-0.25191297471784807,0.18154000173155965,-0.03535332812779071,0.12940215123311036,1.0186410190183712,-0.17548851014704275
7.0,2004.0,2,19000000.0,95.0,2625.0,51438175.0,132.0,14.18,193,0.0,0.8866883739755237,-0.954777445473771,-0.7058632465251762,-0.620919265004083,-0.2678447184168939,-0.2795201923820297,-0.4995797086379044,-0.27224905994032256
2.0,2017.0,4,40000000.0,146.0,2704.0,8106986.0,50.0,82.0,193,0.0,0.009760664032692651,-0.2214297338127009,2.5678266360648037,-0.3208096379609232,-0.8711446854815368,-0.26214312526087935,0.8936134864790355,-0.20677102482914977
11.0,2011.0,4,20000000.0,99.0,365.0,5704709.0,232.0,78.47,42,0.0,-0.5699348258087285,-0.3754032820426987,0.330504502525343,0.41283495463346526,-0.1561774445371827,1.0801583304342652,0.85161486528628,0.345543127673963
5.0,2019.0,2,16000000.0,109.0,3279.0,22782371.0,101.0,50.57,60,1.0,1.8595211914383065,-0.4029080956020061,-0.45005275331041356,-0.021816082574517098,-0.30422395808987923,0.10280440206916466,1.0117887489090553,-0.1807823901437094
1.0,2017.0,2,22000000.0,100.0,3178.0,64508620.0,180.0,35.6,222,0.0,1.8595211914383065,-0.4029080956020061,-0.45005275331041356,-0.021816082574517098,-0.30422395808987923,0.10280440206916466,1.0117887489090553,-0.1807823901437094
1.0,2019.0,2,18000000.0,96.0,3090.0,42004346.0,94.0,57.66,61,0.0,1.4947102308085891,0.022657911401490476,0.09229690165386688,0.2156302332060031,-0.2803087513484974,0.5472113063459642,1.123315616650753,0.26099258490201566
7.0,2017.0,4,100000.0,92.0,329.0,1596371.0,331.0,90.03,193,0.0,-0.13290315199367672,-0.6773831651473307,0.41735076106811386,0.08535669714213945,-0.7179695339005323,-0.43437552588047856,1.2294052583954411,0.07446561829856044
2.0,2013.0,4,92000000.0,98.0,3555.0,67349198.0,272.0,16.96,193,0.0,-0.6248455011113847,1.1508427603887217,0.28489024026978244,-0.03891321949856974,0.1413102025253312,-0.3060986365782719,-0.4298021467332202,-0.08848101631324853
11.0,2006.0,3,35000000.0,118.0,2067.0,7459300.0,170.0,30.08,102,0.0,-0.49140541364539286,-0.9372879350153955,-0.9409877038300436,-0.12918611604854266,-0.5099598010374621,-0.4242053347351379,0.7511763062924238,-0.2056081951935823
1.0,2003.0,3,20000000.0,101.0,2520.0,15545431.0,133.0,25.44,193,0.0,-0.4995425510622917,-0.6985250209111653,-0.8986634071196087,-0.5397404173067798,-0.5555219015318666,-0.5910005492236149,-0.6636680700867218,-0.3514950143221018
1.0,2013.0,4,2500000.0,86.0,2160.0,40041683.0,68.0,12.35,193,0.0,-0.008395040098939252,-0.7050994963474134,0.6664688494305983,-0.7896523205306689,-1.0049370711162182,-0.30407634124345245,-1.1802680543757755,-0.5726981245969733
4.0,2014.0,4,4000000.0,87.0,2310.0,17329487.0,55.0,10.62,193,0.0,-0.008395040098939252,-0.7050994963474134,0.6664688494305983,-0.7896523205306689,-1.0049370711162182,-0.30407634124345245,-1.1802680543757755,-0.5726981245969733
9.0,2005.0,4,32000000.0,96.0,1348.0,31504633.0,254.0,87.13,193,0.0,-0.5765975555652832,0.6725472802054738,0.20790229063055488,0.22595820543295944,1.936123865804793,-0.16453694937642352,0.9220717281620816,0.04107923677860034
4.0,2016.0,4,35000000.0,98.0,523.0,4212494.0,185.0,67.73,193,0.0,-0.49140541364539286,-0.9372879350153955,-0.9409877038300436,-0.12918611604854266,-0.5099598010374621,-0.4242053347351379,0.7511763062924238,-0.2056081951935823
7.0,2004.0,4,6500000.0,97.0,65.0,1029872.0,151.0,52.03,193,0.0,-0.5510951800790691,-0.49538154401755286,-0.3043055693809472,0.12538022566058601,-0.6266444137670558,-0.11182101002202635,0.9971894614479173,0.2162396012375673
5.0,2001.0,3,65000000.0,132.0,2980.0,56569702.0,189.0,58.43,193,0.0,-0.1663328197164599,1.5114445211656722,-0.7433150529492301,0.059673616468411655,-0.5949455381943122,-0.47570499027303526,-0.005009062832265067,0.004421413814907463
4.0,2005.0,3,30000000.0,107.0,2502.0,21845719.0,155.0,42.4,193,0.0,-0.49140541364539286,-0.9372879350153955,-0.9409877038300436,-0.12918611604854266,-0.5099598010374621,-0.4242053347351379,0.7511763062924238,-0.2056081951935823
3.0,2019.0,3,20000000.0,109.0,2442.0,73257045.0,11.0,39.0,193,1.0,-0.3825365461395246,-0.7638121387038643,-0.6440369902305618,-0.10410230752436647,-0.29419012244381904,-0.012114008458526017,0.4113254775364668,-0.2432174659908712
4.0,2003.0,4,36000000.0,109.0,2495.0,26736098.0,163.0,15.91,193,0.0,-0.5765975555652832,0.6725472802054738,0.20790229063055488,0.22595820543295944,1.936123865804793,-0.16453694937642352,0.9220717281620816,0.04107923677860034
6.0,2007.0,4,16000000.0,108.0,1355.0,9176787.0,230.0,78.17,193,0.0,-0.23678611971492824,-0.5982818229246042,0.6821764208324599,3.95112363020436,0.00039861151404510693,1.0765458046095957,-0.8986380819212624,-0.22640442075420525
4.0,2003.0,3,6000000.0,92.0,770.0,17781006.0,213.0,85.87,193,0.0,-0.47001716832274,-0.4135925112767591,-0.6485278559938279,-0.6965820789217441,-0.2749249263499199,-0.4028407200992418,-1.5342284441654788,2.254302943702847
5.0,2014.0,4,40000000.0,116.0,3160.0,43139300.0,255.0,34.85,193,0.0,-0.3743279941723272,-0.5722310672091908,-0.6761540972323766,-0.22059886459258413,-0.28332698207696383,-0.38610478934693193,-0.8973391667152731,-0.4329671285364066
12.0,2016.0,3,43000000.0,108.0,1523.0,3740823.0,304.0,84.68,170,0.0,1.8769888742660734,-0.1573923603462888,1.3604784446045919,-0.059365478542062186,-0.9454935995264921,0.42204418804951466,0.9465664611176561,0.0773987454244329
12.0,2014.0,4,20000000.0,125.0,818.0,5749134.0,278.0,88.26,193,0.0,-0.5765975555652832,0.6725472802054738,0.20790229063055488,0.22595820543295944,1.936123865804793,-0.16453694937642352,0.9220717281620816,0.04107923677860034
7.0,2014.0,4,15000000.0,122.0,801.0,17237855.0,239.0,83.72,176,0.0,-0.41879143500081656,-0.4946997872034028,0.5960876677501724,0.02745556008544072,1.7017516904475873,-0.03198755036409788,0.8113144985730936,0.1101269051526987
4.0,2010.0,4,35000000.0,95.0,3332.0,63075011.0,209.0,16.51,193,0.0,-0.2118872212932037,-0.9561709746512885,1.759154405719896,-0.3444781342656747,0.8630664982421242,0.09136031394043118,0.38086219779495156,-0.12320970078383069
8.0,2009.0,4,14000000.0,98.0,2159.0,15515460.0,161.0,62.14,193,0.0,-0.34583140924066774,-0.45350922624850937,1.2580751716432097,0.11599488196509367,0.0017748270000290407,-0.1972859593722335,0.9720145095906652,0.004606666864938043
6.0,2006.0,3,10000000.0,105.0,767.0,20342852.0,236.0,80.03,193,0.0,-0.16539130702782187,-1.0272227413403359,-0.99689310996,0.03535887163153686,-0.27736591882160894,-1.1760437750078674,0.34133375525805043,3.3838586740960923
4.0,2018.0,3,17000000.0,95.0,3808.0,188024361.0,440.0,94.25,193,0.0,-0.3917554334958814,-0.1061666392645593,1.2080641291553127,-0.30346051166986315,-1.143194428184003,0.36743572992962753,0.4444513221665349,-0.012820182639233868
7.0,2006.0,4,20000000.0,100.0,263.0,5501616.0,221.0,68.75,193,0.0,0.7623447689527981,-0.8530665670116979,0.8264390843287555,-0.24270705994261776,1.9288469681731972,-0.44799610980022425,0.7682312554821108,-0.45605766782272034
12.0,2004.0,2,140000000.0,108.0,3623.0,118634549.0,37.0,62.0,110,0.0,1.8513840540214077,-0.1641451814977759,-0.40772845659997853,-0.4323703838327542,-0.34978605858428374,-0.06399081241931226,-0.4030556274700903,-0.3266692092722289
10.0,2009.0,4,7000000.0,106.0,262.0,9228788.0,262.0,88.85,193,0.0,-0.3825365461395246,-0.7638121387038643,-0.6440369902305618,-0.10410230752436647,-0.29419012244381904,-0.012114008458526017,0.4113254775364668,-0.2432174659908712
9.0,2018.0,4,20000000.0,117.0,3102.0,53548586.0,298.0,81.66,193,0.0,-0.2541679720946878,-0.8961852692211395,0.6290536809757555,-0.69480863732898,1.8221489020202755,-0.7016990258604506,-0.7518135234278178,-0.5794545147314014
12.0,2009.0,4,7000000.0,100.0,354.0,9176000.0,233.0,84.65,193,0.0,-0.5276603025066847,-0.6681755835149341,0.2991369541506904,0.002371751561264546,1.4859820118539442,-0.4440788766407097,1.1511653273290507,0.14773617594998759
9.0,2005.0,3,80000000.0,110.0,816.0,1900451.0,125.0,9.74,193,0.0,-0.0069930731332722845,1.9006594259186658,0.7690546455870297,-0.3691671208620375,-1.1114955526112593,0.0035517496786185857,-0.5577472021136477,-0.22463837006189363
10.0,2018.0,4,36000000.0,136.0,3904.0,215288866.0,598.0,89.8,193,0.0,-0.6304386648453857,-0.38392483069467787,-0.35112073185464815,-0.056545244478554496,-0.5618171171787522,-0.33575250717426525,0.4664799161251174,2.8596468300598055
3.0,2012.0,3,40000000.0,91.0,1895.0,18450127.0,76.0,6.16,193,0.0,-0.07741535194348363,-0.7474717547095182,-0.5497045107457457,-0.08698228159575795,-0.4347899419147945,-0.14413658802221405,0.5458117649502627,-0.26314464460544673
11.0,2011.0,4,19000000.0,90.0,2875.0,35061031.0,158.0,66.72,193,1.0,0.16003193478755137,0.0757668590704839,-0.6948610966792272,-0.3683115620640595,-0.496863422228281,-0.24344858969720926,-0.7016302763327035,-0.3859879850394326
11.0,2004.0,4,56600000.0,133.0,219.0,6524389.0,186.0,78.37,84,0.0,-0.4037186815665657,-0.8152222911777098,0.27713605685581977,1.3756803552473305,-0.657226870322449,-0.9042411620799499,0.7630400665494596,-0.08432606789885616
9.0,2014.0,4,28000000.0,114.0,2714.0,26307600.0,200.0,66.02,193,0.0,-0.46352672167593195,0.4742052750813498,0.8352261415947999,0.1688146509859044,1.9853985651422918,-0.3550688856711878,1.0198012376958094,-0.08076756754583087
9.0,2015.0,4,8000000.0,104.0,2158.0,29504281.0,195.0,46.77,193,0.0,0.1660053570316091,-0.10975631964052845,-0.7404814979438021,0.3070230659396703,-0.3442092153399462,1.4223503045796135,0.35069313651982775,-0.05862078022360833
1.0,2002.0,2,11800000.0,101.0,2420.0,41281092.0,131.0,30.19,193,0.0,-0.5510951800790691,-0.49538154401755286,-0.3043055693809472,0.12538022566058601,-0.6266444137670558,-0.11182101002202635,0.9971894614479173,0.2162396012375673
3.0,2018.0,2,103000000.0,120.0,3980.0,100478608.0,396.0,44.31,193,0.0,1.7731448548205064,0.45112805957942426,0.22819930260955198,0.07094145095666013,-0.6286432351230441,0.4754986791900797,1.356150036486016,0.21328155407093513
6.0,2001.0,3,100000000.0,146.0,3242.0,78616689.0,32.0,65.0,234,0.0,0.0817927355866502,0.691040100147684,-0.058933337469696666,0.13500027272535478,-0.7757205987670415,0.29604090191218263,1.0575753876234026,0.1539627783037314
3.0,2006.0,3,20000000.0,107.0,1602.0,21170563.0,110.0,62.23,193,0.0,-0.5306380902825067,-1.0653637877715383,-1.022466519232537,-0.45679446251439115,1.3041190583358988,-0.6733703591740055,0.15749625948578005,2.4214724675919848
10.0,2002.0,3,25000000.0,99.0,2347.0,10727683.0,137.0,19.8,215,0.0,-0.45470027674653596,-0.6269850225600406,0.9611244580437279,0.09091107344091748,-0.21399485159361398,-0.6093772856488453,1.3118653383466223,0.04221593766222685
9.0,2011.0,3,35000000.0,106.0,3118.0,28087155.0,129.0,8.1,193,0.0,-0.5036375298051345,0.7137378411603673,0.8698897945235924,0.3144975273126124,0.23614700235723476,-0.3298353583845592,1.0827717391796532,-0.0644410015091603
9.0,2019.0,2,75000000.0,97.0,4248.0,60761390.0,197.0,79.02,66,0.0,2.8864462278361187,-0.29439332936769175,-0.2095886780074131,-0.2290142995266775,-0.08091542862219528,-0.037393063255366565,-0.3962033573607744,-0.3213753292755622
2.0,2014.0,4,13000000.0,100.0,2253.0,48637684.0,127.0,66.58,193,0.0,-0.4995425510622917,-0.6985250209111653,-0.8986634071196087,-0.5397404173067798,-0.5555219015318666,-0.5910005492236149,-0.6636680700867218,-0.3514950143221018
12.0,2002.0,4,30000000.0,125.0,1240.0,65016287.0,245.0,85.0,193,0.0,-0.44222631257320083,-0.32190574770602143,-0.0073548557814652245,0.15046403418476217,-0.4108747351734127,0.30027031625458545,0.6573386326919602,0.17863033044027837
9.0,2013.0,4,12000000.0,123.0,175.0,15323921.0,201.0,68.29,176,0.0,-0.21297078963347574,-0.5088177868374617,-0.8050853028743586,-0.27387489829788575,-0.8582942848120089,-0.49591796189102233,0.9840107261276868,-0.2533192260246629
5.0,2002.0,3,30000000.0,101.0,1756.0,41385278.0,223.0,89.93,176,0.0,-0.49140541364539286,-0.9372879350153955,-0.9409877038300436,-0.12918611604854266,-0.5099598010374621,-0.4242053347351379,0.7511763062924238,-0.2056081951935823
6.0,2012.0,4,69000000.0,105.0,3109.0,37519139.0,229.0,35.22,193,0.0,-0.22589092709708225,0.9040539620593063,0.9149656067600772,-0.33658333347402164,-0.8872495084886064,-0.1242414155426666,-0.823497669631294,-0.21989799653992217
8.0,2006.0,3,23000000.0,93.0,2917.0,36580083.0,143.0,39.7,193,0.0,-0.3906736835564234,-0.5250492245996341,-0.6017126935201269,-0.5146566087826036,-0.33975222293822355,-0.17890922294700293,-1.0035188988426786,-0.38910428511939066
3.0,2018.0,4,20000000.0,120.0,2006.0,43549096.0,52.0,21.77,193,0.0,-0.49061366137444407,-0.625033673178042,1.5076496705453917,-0.14406110978870132,-0.7878545796381322,-0.4119898880868426,0.9029003858660019,0.00039608112365089525
9.0,2007.0,3,45000000.0,133.0,964.0,24343673.0,206.0,53.42,192,0.0,0.2536686053152266,-0.7966497188959938,-0.0908336628787247,2.2187486780921732,-0.570412058532961,-0.6023020997966372,-0.462869748319466,3.474022722510795
2.0,2012.0,4,12000000.0,110.0,3053.0,70012847.0,177.0,30.31,193,0.0,-0.039834218144257964,1.6301601020228065,0.1458596123832038,1.4148755112537736,-0.09565815265761843,-0.9725262190916375,-0.4597924286554303,-0.2640835810452827
6.0,2018.0,4,19000000.0,85.0,2032.0,5059608.0,69.0,21.51,193,0.0,-0.3906736835564234,-0.5250492245996341,-0.6017126935201269,-0.5146566087826036,-0.33975222293822355,-0.17890922294700293,-1.0035188988426786,-0.38910428511939066
9.0,2019.0,3,90000000.0,124.0,3460.0,50188370.0,453.0,82.63,26,0.0,0.17818763891918324,0.5594366216051965,1.2064966899549785,0.10053112050568616,-0.3630710365935995,-0.2015153737146362,1.3722512645221077,-0.020060885271608955
