month,year,mpaa,budget,runtime,screens,opening_week,domestic_box_office,user_vote,ratings,critic_vote,meta_score,country,sequel,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8
8.0,2019.0,3,12000000.0,90.0,2883.0,8427265.0,22260900.0,31000.0,5.0,105.0,43.84,192,1.0,0.14829390305489273,0.08745688124947851,1.6944579237955102,-0.6490134445243578,-0.05300106848102847,0.6336599938999008,-0.1579879047754824,0.517251169018668
12.0,2013.0,3,175000000.0,128.0,2690.0,9910310.0,38362475.0,171000.0,6.2,110.0,18.29,193,0.0,-0.2380360203262112,0.7015437256852239,-0.5864000706398494,-0.33584887654589807,0.14394446357952959,0.931080437369476,-0.0882892174255237,0.1787991737344476
2.0,2004.0,3,75000000.0,99.0,3612.0,39852237.0,120908074.0,383000.0,6.8,213.0,45.54,193,0.0,-0.4314957813602366,-1.0165084235044661,-0.8427013860208042,-0.5410924565355633,-0.1461553093425949,-0.4975228258166229,-0.434013154853358,0.6386616888162671
9.0,2011.0,4,8000000.0,100.0,2479.0,8644095.0,35016118.0,343000.0,7.6,240.0,89.33,193,0.0,-0.4314957813602366,-1.0165084235044661,-0.8427013860208042,-0.5410924565355633,-0.1461553093425949,-0.4975228258166229,-0.434013154853358,0.6386616888162671
7.0,2009.0,3,7500000.0,95.0,1048.0,834501.0,32391374.0,559000.0,7.7,36.0,76.0,193,0.0,-0.4314957813602366,-1.0165084235044661,-0.8427013860208042,-0.5410924565355633,-0.1461553093425949,-0.4975228258166229,-0.434013154853358,0.6386616888162671
3.0,2023.0,3,45000000.0,93.0,3405.0,12328361.0,32062904.0,88000.0,5.4,155.0,36.7,193,0.0,-0.11281814905820467,1.637004660562568,-0.2830438810495439,-0.12447962045787242,0.15635218274270737,1.0208917311580927,-0.33074983219987747,0.7629924786527319
11.0,2002.0,4,41000000.0,110.0,2585.0,51240555.0,116750901.0,321000.0,7.2,249.0,75.31,193,0.0,-0.36499048575129484,-0.6853894742537118,-0.4294139454616337,-0.4952620901991974,-0.20082756129317678,1.1893015547620027,0.054744688139239585,-0.7641332008894886
2.0,2023.0,3,28000000.0,98.0,3939.0,12701640.0,39448525.0,12000.0,5.9,170.0,56.76,193,0.0,-0.506611042817972,-0.6071722101431812,-0.545580056101935,-0.20606332126263888,-0.538340810519791,-0.7971785050171875,1.3684459322048594,0.5931064072532796
4.0,2008.0,4,30000000.0,111.0,2168.0,6957216.0,17213467.0,78000.0,5.9,12.0,56.0,193,0.0,-0.2048648505712541,-0.8297127657979199,0.8207173600936247,1.8140202732358015,-0.15951361941282666,0.9372605159963852,-0.3685236330288244,0.2853539064321951
9.0,2009.0,3,30000000.0,79.0,2060.0,10740446.0,31749894.0,148000.0,7.0,216.0,57.43,193,0.0,1.296313458270636,1.576790813180435,-0.000938960751770795,0.0400259533656824,0.3779769257458696,1.219927495113217,-0.45937350988673675,0.8012208058427074
9.0,2015.0,3,5000000.0,121.0,899.0,2035273.0,4842699.0,43000.0,4.9,32.0,26.56,193,0.0,-0.3213841787165863,-0.5009143929197752,-0.17511270830196995,-0.40793696861359113,-0.051195850497277894,0.9816078093690247,0.19641533338330788,-0.21232158750317195
11.0,2017.0,4,28000000.0,104.0,3615.0,16759161.0,72110659.0,58000.0,5.6,159.0,33.89,193,0.0,-0.43649119436715866,-0.3249510170689486,-0.2361418912215018,-0.28794764425863056,-0.35188516709641005,-1.2069157026160422,-0.008934367553164574,-0.29902885984628935
12.0,2019.0,2,45000000.0,108.0,3235.0,13251238.0,61696436.0,89000.0,7.2,430.0,93.26,193,0.0,-0.3746074861274728,-0.49029194908809337,-0.22487173996335302,-0.30467136047256044,0.23171972614672268,0.9195225911966841,1.6302655821669985,-0.21875391960331073
12.0,2001.0,3,78000000.0,135.0,2250.0,367151.0,170742341.0,988000.0,8.2,247.0,73.73,193,0.0,-0.2762080299817402,-0.6377321433497314,0.33637020166725745,-0.14935621820418013,0.21945861056471086,0.9268257686318748,1.4216707030862874,-0.037858476698479124
6.0,2011.0,3,10000000.0,98.0,216.0,62087.0,1759252.0,17000.0,7.2,137.0,81.18,193,0.0,-0.3821583964342296,-0.7688800181806,-0.49779185708451956,-0.716209131096552,-0.08374684868075617,1.154709631263326,-0.2652991662374448,0.09365292427500331
11.0,2009.0,2,200000000.0,96.0,3683.0,30051075.0,137855863.0,130000.0,6.8,32.0,55.0,234,0.0,2.952177599475413,-0.4588530300013349,-0.23346927783139426,0.009065438015061565,0.07995022936307973,-0.1035264088897939,0.12053609532938368,0.42840342358087197
7.0,2004.0,2,19000000.0,95.0,2625.0,13623350.0,51438175.0,94000.0,5.9,132.0,14.18,193,0.0,0.8788120915470972,-0.7808966257266308,-0.3957281007482105,-0.3143127580119227,-0.5127698163128906,-0.8263946783590628,-0.14805712347498276,-0.10717204569915112
2.0,2017.0,4,40000000.0,146.0,2704.0,4356941.0,8106986.0,110000.0,6.4,50.0,82.0,193,0.0,-0.011217083444241395,-0.2091484889179818,2.5172053339973384,-0.6627098993855411,-0.28985157307938064,0.5224646158140777,-0.3797034259566503,0.7331773560996017
11.0,2011.0,4,20000000.0,99.0,365.0,167953.0,5704709.0,108000.0,6.4,232.0,78.47,42,0.0,-0.463889275350752,-0.7360881565655957,-0.04543490141078466,-0.11577665358326013,0.24701438243658072,1.0995945392599462,0.8139525071474373,0.4513867936854859
5.0,2019.0,2,16000000.0,109.0,3279.0,8030085.0,22782371.0,29000.0,7.4,101.0,50.57,60,1.0,1.8749181015945837,-0.3919839300978262,-0.44408646511790595,-0.30157401821671687,-0.13598679194113697,-0.2425887619119261,0.08539715620370085,0.46928253375895784
1.0,2017.0,2,22000000.0,100.0,3178.0,18222810.0,64508620.0,79000.0,7.2,180.0,35.6,222,0.0,1.8749181015945837,-0.3919839300978262,-0.44408646511790595,-0.30157401821671687,-0.13598679194113697,-0.2425887619119261,0.08539715620370085,0.46928253375895784
1.0,2019.0,2,18000000.0,96.0,3090.0,11251263.0,42004346.0,20000.0,6.7,94.0,57.66,61,0.0,1.592383377072579,-0.15101077729533524,-0.1706646691928826,-0.330556810369482,-0.07926605297824388,1.3496702842350305,0.41787376163215617,-0.15483366815036737
7.0,2017.0,4,100000.0,92.0,329.0,104030.0,1596371.0,80000.0,6.8,331.0,90.03,193,0.0,0.04811316915951462,-0.9096649599208628,0.13493781755735237,-0.7070278712363953,-0.09032024256382241,1.221986219631509,-0.637656662130698,0.35365580454789625
2.0,2013.0,4,92000000.0,98.0,3555.0,24834845.0,67349198.0,215000.0,5.2,272.0,16.96,193,0.0,-0.6641853320044242,1.140649672121864,0.12810852970076014,0.25232452502855846,-0.05217845958337307,0.34178609770032614,-0.3157608883323495,-0.16785809900737345
11.0,2006.0,3,35000000.0,118.0,2067.0,3721526.0,7459300.0,101000.0,6.9,170.0,30.08,102,0.0,-0.4314957813602366,-1.0165084235044661,-0.8427013860208042,-0.5410924565355633,-0.1461553093425949,-0.4975228258166229,-0.434013154853358,0.6386616888162671
1.0,2003.0,3,20000000.0,101.0,2520.0,6988749.0,15545431.0,18000.0,5.6,133.0,25.44,193,0.0,-0.497265412084802,-0.5929166423297734,-0.5588210400040513,-0.5962198067415915,-0.38443616527988833,-1.033813880721741,-0.4706488671739173,0.006945651931885949
1.0,2013.0,4,2500000.0,86.0,2160.0,18101682.0,40041683.0,50000.0,5.0,68.0,12.35,193,0.0,-0.14412348379929843,-0.2899775071829393,1.3614453866988754,-0.9677979814643226,-0.4961117664065879,-1.662503505824462,-0.07136833167560203,-0.02612048445085114
4.0,2014.0,4,4000000.0,87.0,2310.0,8843875.0,17329487.0,23000.0,4.7,55.0,10.62,193,0.0,-0.14412348379929843,-0.2899775071829393,1.3614453866988754,-0.9677979814643226,-0.4961117664065879,-1.662503505824462,-0.07136833167560203,-0.02612048445085114
9.0,2005.0,4,32000000.0,96.0,1348.0,515992.0,31504633.0,253000.0,7.4,254.0,87.13,193,0.0,-0.5517882577746233,0.513530294547342,-0.22329967688612665,1.8769271054433376,0.04220008854704706,0.8194565556286533,-0.2808706879444028,0.41647178739692164
4.0,2016.0,4,35000000.0,98.0,523.0,1138578.0,4212494.0,48000.0,6.1,185.0,67.73,193,0.0,-0.4314957813602366,-1.0165084235044661,-0.8427013860208042,-0.5410924565355633,-0.1461553093425949,-0.4975228258166229,-0.434013154853358,0.6386616888162671
7.0,2004.0,4,6500000.0,97.0,65.0,64728.0,1029872.0,14000.0,6.6,151.0,52.03,193,0.0,-0.3821583964342296,-0.7688800181806,-0.49779185708451956,-0.716209131096552,-0.08374684868075617,1.154709631263326,-0.2652991662374448,0.09365292427500331
5.0,2001.0,3,65000000.0,132.0,2980.0,16511391.0,56569702.0,202000.0,7.0,189.0,58.43,193,0.0,-0.15876192605916545,1.388398228099014,-0.855331506563661,-0.7576413973122231,-0.03231166368815124,0.6685610659289941,-0.5240101280043797,-0.054444171755977745
4.0,2005.0,3,30000000.0,107.0,2502.0,7576593.0,21845719.0,71000.0,6.6,155.0,42.4,193,0.0,-0.4314957813602366,-1.0165084235044661,-0.8427013860208042,-0.5410924565355633,-0.1461553093425949,-0.4975228258166229,-0.434013154853358,0.6386616888162671
3.0,2019.0,3,20000000.0,109.0,2442.0,27062332.0,73257045.0,51000.0,4.7,11.0,39.0,193,1.0,-0.37072156364259323,-0.7485427982436414,-0.5200222372382547,-0.2328202940526024,-0.11360431115911661,-0.6706246477109242,0.02770134476739469,0.3326871770380918
4.0,2003.0,4,36000000.0,109.0,2495.0,11200000.0,26736098.0,49000.0,6.0,163.0,15.91,193,0.0,-0.5517882577746233,0.513530294547342,-0.22329967688612665,1.8769271054433376,0.04220008854704706,0.8194565556286533,-0.2808706879444028,0.41647178739692164
6.0,2007.0,4,16000000.0,108.0,1355.0,3948863.0,9176787.0,28000.0,6.6,230.0,78.17,193,0.0,-0.2966443551329814,-0.47299622517474543,0.6523286705555137,0.1766778658932226,4.161934836150216,-0.11618370329449869,0.9824368063300608,-0.06588798032538687
4.0,2003.0,3,6000000.0,92.0,770.0,2112140.0,17781006.0,30000.0,7.2,213.0,85.87,193,0.0,-0.48009750140186724,-0.5094260984028851,-0.49044312838116555,-0.3752727658442369,-0.5015168778923089,-0.9992219572230645,-0.15060501279723276,-0.8508404732326056
5.0,2014.0,4,40000000.0,116.0,3160.0,16797385.0,43139300.0,199000.0,6.1,255.0,34.85,193,0.0,-0.41419726027812553,-0.4098074133062804,-0.3610514188898668,-0.2244091105694937,-0.10662297850828628,-1.2032439630389242,-0.21941160538260837,-0.15640851531131286
12.0,2016.0,3,43000000.0,108.0,1523.0,30909.0,3740823.0,94000.0,7.4,304.0,84.68,170,0.0,1.8847510876404394,-0.11603726740932616,1.4269226087274944,-1.0104071475751735,-0.22349265228842163,0.8940824810266107,0.35543979750971877,0.1180747072450707
12.0,2014.0,4,20000000.0,125.0,818.0,172788.0,5749134.0,78000.0,7.0,278.0,88.26,193,0.0,-0.5517882577746233,0.513530294547342,-0.22329967688612665,1.8769271054433376,0.04220008854704706,0.8194565556286533,-0.2808706879444028,0.41647178739692164
7.0,2014.0,4,15000000.0,122.0,801.0,2687227.0,17237855.0,80000.0,6.7,239.0,83.72,176,0.0,-0.3032643067169867,-0.6822725715362818,0.25947541846301425,1.6587051309674212,-0.14725250383081487,0.9299573385611944,-0.15992875394811334,0.10445846352736339
4.0,2010.0,4,35000000.0,95.0,3332.0,32902299.0,63075011.0,108000.0,5.2,209.0,16.51,193,0.0,-0.21586167794576955,-0.8235639262166083,1.8447009176676226,0.7831369490660711,-0.3572735948952865,0.4147291756860125,0.08740359506008898,0.11498864294895052
8.0,2009.0,4,14000000.0,98.0,2159.0,5948555.0,15515460.0,76000.0,6.5,161.0,62.14,193,0.0,-0.2514922940764896,-0.6261851693980908,0.8882452206637586,0.2445450430270504,-0.015611311605953401,0.995881112973176,-0.3667781210962119,0.33274005691228103
6.0,2006.0,3,10000000.0,105.0,767.0,4566293.0,20342852.0,24000.0,6.7,236.0,80.03,193,0.0,-0.4528081543059119,-1.2858399010757346,-1.2219121508488329,-0.5648790444320329,-0.05052483155037007,-0.28615734084652716,-0.7861610379268702,0.22947041996492717
4.0,2018.0,3,17000000.0,95.0,3808.0,50203562.0,188024361.0,585000.0,7.5,440.0,94.25,193,0.0,-0.41298107753234975,-0.0905329649610416,1.3823596720203482,-1.1690580286179584,-0.33112383366965076,0.44821790127693395,0.34725264533541167,0.10900827431608724
7.0,2006.0,4,20000000.0,100.0,263.0,391672.0,5501616.0,117000.0,7.0,221.0,68.75,193,0.0,0.7709647624479561,-0.762147100431195,0.717797853857054,2.0723717988216688,-0.13599872093369808,-0.5937382820121107,-0.45259002325705566,0.9170124845872557
12.0,2004.0,2,140000000.0,108.0,3623.0,30061756.0,118634549.0,221000.0,6.8,37.0,62.0,110,0.0,1.8091484708700183,0.03160785107686673,-0.1602061191011529,-0.35670136842274497,-0.3742676478784304,-0.7788798168170444,0.048761443883141666,-0.16243350312542323
10.0,2009.0,4,7000000.0,106.0,262.0,251337.0,9228788.0,150000.0,7.0,262.0,88.85,193,0.0,-0.37072156364259323,-0.7485427982436414,-0.5200222372382547,-0.2328202940526024,-0.11360431115911661,-0.6706246477109242,0.02770134476739469,0.3326871770380918
9.0,2018.0,4,20000000.0,117.0,3102.0,16011689.0,53548586.0,163000.0,6.8,298.0,81.66,193,0.0,-0.31997186622182655,-0.6537493899470931,0.759688177174093,1.9340095975907619,-0.46020293601195883,-1.251262995988682,-0.5738733339652967,0.1986466340890779
12.0,2009.0,4,7000000.0,100.0,354.0,217332.0,9176000.0,118000.0,7.5,233.0,84.65,193,0.0,-0.36403852443463,-0.9502381967971066,-0.06320373031953529,1.3504329684844603,-0.17980350201429313,1.1030591604554958,-0.6216432535688661,0.41043297530553874
9.0,2005.0,3,80000000.0,110.0,816.0,917398.0,1900451.0,21000.0,4.2,125.0,9.74,193,0.0,-0.1895846071572857,2.0667452813185725,1.0248200225412067,-1.2104902948336296,-0.27968864867704574,-0.037930664057397916,0.08854168356847673,-0.03908882171489373
10.0,2018.0,4,36000000.0,136.0,3904.0,42908051.0,215288866.0,420000.0,7.6,598.0,89.8,193,0.0,-0.42576470346893813,-0.9533550995145367,-0.7520930942441831,-0.8035342526821584,-0.23337855947665506,1.362403376656304,-0.4069698114815131,-0.4581586891113132
3.0,2012.0,3,40000000.0,91.0,1895.0,6176280.0,18450127.0,45000.0,5.8,76.0,6.16,193,0.0,-0.03884945419458159,-0.741887545722266,-0.44853450422699337,-0.378954176460826,-0.10791658946017103,-0.6106512367779319,-0.1360612720451474,0.4117946144061531
11.0,2011.0,4,19000000.0,90.0,2875.0,12954142.0,35061031.0,73000.0,6.2,158.0,66.72,193,1.0,0.10119885779010737,0.21293258195234885,-0.39478679136825523,-0.49247453474419006,-0.25162171854437354,-1.0462724301127149,-0.11006768300325083,-0.12742324286244747
11.0,2004.0,4,56600000.0,133.0,219.0,101749.0,6524389.0,76000.0,7.6,186.0,78.37,84,0.0,-0.26354616738598147,-0.9675760805729393,0.03631756528935883,-0.6335729593193897,1.0011040991285673,1.0166974168517178,-1.0136596450562887,0.18308458545184625
9.0,2014.0,4,28000000.0,114.0,2714.0,12758780.0,26307600.0,127000.0,6.5,200.0,66.02,193,0.0,-0.45338880162889067,0.3660901002857039,0.33794226474448374,2.032242247711718,0.029938972965035254,0.826759733063844,-0.4894655670251139,0.5973672303017533
9.0,2015.0,4,8000000.0,104.0,2158.0,8246267.0,29504281.0,30000.0,6.4,195.0,46.77,193,0.0,0.1137451811037864,-0.20003675539066212,-0.7284261690463911,-0.3340815763971313,0.2695747140369204,-0.5720665933799375,1.3604182781009992,0.49786046192179484
1.0,2002.0,2,11800000.0,101.0,2420.0,12177488.0,41281092.0,222000.0,7.3,131.0,30.19,193,0.0,-0.3821583964342296,-0.7688800181806,-0.49779185708451956,-0.716209131096552,-0.08374684868075617,1.154709631263326,-0.2652991662374448,0.09365292427500331
3.0,2018.0,2,103000000.0,120.0,3980.0,33123609.0,100478608.0,48000.0,4.3,396.0,44.31,193,0.0,1.8721629865849785,0.23770764582013967,-0.06780410076841865,-0.7040952979846049,-0.20359199344254772,1.3918150012173438,0.30361980408161315,0.051802693009576455
6.0,2001.0,3,100000000.0,146.0,3242.0,29352630.0,78616689.0,323000.0,7.2,32.0,65.0,234,0.0,0.16421337350506784,0.4190323766956218,-0.30238477303552097,-0.8398684643060501,-0.08094606410849087,1.1244223879216733,0.14479067719522073,0.08681295327255227
3.0,2006.0,3,20000000.0,107.0,1602.0,11554404.0,21170563.0,12000.0,6.1,110.0,62.23,193,0.0,-0.42847464488970965,-1.4045111012382319,-1.1645304837506016,0.9410576520875811,-0.4396893279453671,-0.34844967740043625,-0.5774293120300388,0.03946392494986472
10.0,2002.0,3,25000000.0,99.0,2347.0,5064077.0,10727683.0,10000.0,4.8,137.0,19.8,215,0.0,-0.3122665117941329,-0.8941507946589156,0.565566071881209,-0.06372711945591049,-0.04816230978943168,1.1689829348674774,-0.8284926207169646,0.6387145686904563
9.0,2011.0,3,35000000.0,106.0,3118.0,10925253.0,28087155.0,83000.0,5.1,129.0,8.1,193,0.0,-0.5000162451341262,0.5696176966855331,0.40547012531461757,0.4627670175029669,0.17384128077190852,0.8853803300406349,-0.4877200550925014,0.6447533807818393
