month,year,mpaa,budget,runtime,screens,opening_week,domestic_box_office,user_vote,ratings,critic_vote,meta_score,country,sequel,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8
7.0,2014.0,3,18000000.0,94.0,1816.0,4642329.0,15160801.0,15000.0,5.9,119.0,23.21,193,0.0,-0.4314957813602366,-1.0165084235044661,-0.8427013860208042,-0.5410924565355633,-0.1461553093425949,-0.4975228258166229,-0.434013154853358,0.6386616888162671
5.0,2001.0,4,53000000.0,102.0,2407.0,9225575.0,24174218.0,26000.0,5.7,160.0,33.23,193,0.0,-0.3821583964342296,-0.7688800181806,-0.49779185708451956,-0.716209131096552,-0.08374684868075617,1.154709631263326,-0.2652991662374448,0.09365292427500331
8.0,2019.0,4,40000000.0,121.0,3336.0,21380987.0,69030436.0,111000.0,6.4,223.0,39.04,193,1.0,-0.6641853320044242,1.140649672121864,0.12810852970076014,0.25232452502855846,-0.05217845958337307,0.34178609770032614,-0.3157608883323495,-0.16785809900737345
5.0,2009.0,3,150000000.0,138.0,3527.0,46204168.0,133375846.0,310000.0,6.7,36.0,48.0,193,0.0,-0.5657858758586917,0.9932094778602261,0.6893504713313706,0.4076396672969388,-0.06443957516538489,0.3490892751355168,-0.5243557674130606,0.013037343897458167
4.0,2003.0,3,75000000.0,106.0,3656.0,42220847.0,135645823.0,229000.0,6.2,230.0,43.7,193,0.0,-0.43649119436715866,-0.3249510170689486,-0.2361418912215018,-0.28794764425863056,-0.35188516709641005,-1.2069157026160422,-0.008934367553164574,-0.29902885984628935
8.0,2010.0,4,4200000.0,113.0,61.0,61968.0,1044039.0,61000.0,7.2,196.0,92.15,1,0.0,-0.3032643067169867,-0.6822725715362818,0.25947541846301425,1.6587051309674212,-0.14725250383081487,0.9299573385611944,-0.15992875394811334,0.10445846352736339
6.0,2019.0,4,30000000.0,118.0,2114.0,3600647.0,7743794.0,95000.0,6.6,88.0,34.95,74,0.0,-0.6641853320044242,1.140649672121864,0.12810852970076014,0.25232452502855846,-0.05217845958337307,0.34178609770032614,-0.3157608883323495,-0.16785809900737345
11.0,2012.0,4,49000000.0,129.0,422.0,320690.0,12816367.0,107000.0,6.6,234.0,63.0,176,0.0,-0.3821583964342296,-0.7688800181806,-0.49779185708451956,-0.716209131096552,-0.08374684868075617,1.154709631263326,-0.2652991662374448,0.09365292427500331
10.0,2014.0,4,6500000.0,99.0,3215.0,37134255.0,84273813.0,176000.0,5.4,164.0,29.48,193,0.0,-0.3567663236812064,-0.1742751308587639,2.6982251115896276,-0.3442987619764461,-0.40380648855237017,-0.05597115607335405,-0.30208518072666646,-0.10517504194472325
6.0,2019.0,4,30000000.0,106.0,3613.0,20269723.0,74152591.0,87000.0,5.9,245.0,62.43,193,0.0,-0.3567663236812064,-0.1742751308587639,2.6982251115896276,-0.3442987619764461,-0.40380648855237017,-0.05597115607335405,-0.30208518072666646,-0.10517504194472325
8.0,2017.0,4,15000000.0,109.0,3565.0,35006404.0,102092201.0,151000.0,6.5,220.0,68.95,193,0.0,-0.3567663236812064,-0.1742751308587639,2.6982251115896276,-0.3442987619764461,-0.40380648855237017,-0.05597115607335405,-0.30208518072666646,-0.10517504194472325
12.0,2014.0,2,65000000.0,118.0,3197.0,15861939.0,85911262.0,41000.0,5.3,199.0,29.76,193,0.0,1.4685599642668083,-1.2154608511395621,-0.3736337328916679,0.12623038112247564,-0.13850598672593295,-0.34761136938222115,0.006897315406641399,0.3954939673529516
2.0,2018.0,4,55000000.0,115.0,2112.0,11071584.0,32732301.0,362000.0,6.8,382.0,86.8,192,0.0,0.19460085926501308,0.3220798575819402,2.2870727008393232,-0.721102907462877,-0.19527584622628974,0.6231344773844126,-0.3170741245941944,0.8256755357153821
12.0,2015.0,4,8000000.0,96.0,573.0,135222.0,3759286.0,75000.0,7.2,322.0,90.57,193,0.0,0.6457637165205926,-1.083377523407975,-0.6320841987342927,-0.23045300030378496,0.06978171196162188,-0.3584604727944907,-0.3988742157276752,0.5977825786381812
10.0,2011.0,3,30000000.0,130.0,513.0,1021768.0,4463292.0,42000.0,6.8,219.0,47.59,123,0.0,-0.3498917502222222,-0.47874497513645276,0.32700327903314796,0.08922990075867014,-0.003350196023941591,0.9885779355379855,-0.15818324201550088,0.15184461400744934
12.0,2010.0,3,8000000.0,129.0,236.0,111869.0,3205706.0,31000.0,7.4,209.0,90.11,176,0.0,-0.37072156364259323,-0.7485427982436414,-0.5200222372382547,-0.2328202940526024,-0.11360431115911661,-0.6706246477109242,0.02770134476739469,0.3326871770380918
7.0,2015.0,3,130000000.0,117.0,3868.0,57225526.0,180202163.0,723000.0,7.2,385.0,80.83,193,0.0,-0.7371076453604074,1.252915019608775,-0.6875441511574403,-0.2971302749896135,-0.2924462368817976,-1.3352451794992626,-0.08036764228745488,0.14051338781515155
7.0,2018.0,3,130000000.0,118.0,4206.0,75812205.0,216648740.0,451000.0,7.0,56.0,70.0,193,1.0,-0.1994175932031414,1.7907986186300724,-0.8461890513041938,-0.5016571654751729,-0.1921827883297611,-1.174601906995935,-0.18150095773754116,0.31211900479899324
2.0,2023.0,3,200000000.0,124.0,4345.0,106109650.0,214506909.0,229000.0,6.1,61.0,48.0,193,1.0,-0.1994175932031414,1.7907986186300724,-0.8461890513041938,-0.5016571654751729,-0.1921827883297611,-1.174601906995935,-0.18150095773754116,0.31211900479899324
1.0,2001.0,3,30000000.0,109.0,2433.0,5486209.0,11328094.0,30000.0,6.1,135.0,25.5,193,0.0,-0.5517882577746233,0.513530294547342,-0.22329967688612665,1.8769271054433376,0.04220008854704706,0.8194565556286533,-0.2808706879444028,0.41647178739692164
12.0,2002.0,3,12500000.0,120.0,1021.0,210013.0,21078145.0,38000.0,7.3,180.0,75.16,193,0.0,-0.3746074861274728,-0.49029194908809337,-0.22487173996335302,-0.30467136047256044,0.23171972614672268,0.9195225911966841,1.6302655821669985,-0.21875391960331073
12.0,2023.0,4,25000000.0,103.0,3055.0,6000344.0,88311403.0,81000.0,6.1,134.0,53.61,193,0.0,-0.497265412084802,-0.5929166423297734,-0.5588210400040513,-0.5962198067415915,-0.38443616527988833,-1.033813880721741,-0.4706488671739173,0.006945651931885949
9.0,2003.0,4,18000000.0,108.0,1033.0,1673125.0,3212310.0,33000.0,6.3,173.0,40.64,211,0.0,-0.497265412084802,-0.5929166423297734,-0.5588210400040513,-0.5962198067415915,-0.38443616527988833,-1.033813880721741,-0.4706488671739173,0.006945651931885949
12.0,2006.0,4,40000000.0,139.0,2465.0,15005604.0,50866635.0,332000.0,7.8,239.0,65.46,193,0.0,-0.0607256491225925,1.2549414899684685,-0.3144167164627463,0.10292498474902709,0.28636584490595673,1.0387204251087716,-0.38025849146187657,0.6354635548608494
9.0,2011.0,3,5000000.0,87.0,3330.0,8704271.0,17687709.0,58000.0,5.2,95.0,24.0,193,0.0,-0.4088588236168186,0.20778803973533586,2.72959794700283,-0.5717033671833455,-0.5338201507156196,-0.07379985002403294,-0.2525765214646674,0.022353881847159328
9.0,2008.0,4,20000000.0,115.0,1290.0,248847.0,20211394.0,65000.0,6.7,197.0,74.05,193,0.0,-0.5617609698975975,0.13853885526586276,-1.173004340672159,1.1350266072772521,0.2070656244783562,0.9892599909311119,-0.5984638499957906,0.5009004421994521
4.0,2007.0,4,750000.0,86.0,877.0,3088000.0,5520368.0,14000.0,6.7,112.0,50.25,193,0.0,1.2097140141256995,1.7305847712479392,-0.5640841310064207,-0.3371515916516182,0.02944195467340123,-0.9755661430408105,-0.31012463542440033,0.3503473319889688
12.0,2018.0,3,160000000.0,143.0,4184.0,67873522.0,335061807.0,521000.0,6.8,464.0,63.92,193,0.0,0.1817919011708773,2.045082276475314,-0.4297917893566475,-0.8229077224443855,-0.12408660596897679,0.5376039610170062,-0.17654958593417008,-0.15378232237420927
12.0,2023.0,3,205000000.0,124.0,3706.0,27686211.0,124481226.0,84000.0,5.6,251.0,35.37,193,1.0,0.1817919011708773,2.045082276475314,-0.4297917893566475,-0.8229077224443855,-0.12408660596897679,0.5376039610170062,-0.17654958593417008,-0.15378232237420927
3.0,2006.0,2,12000000.0,110.0,2538.0,7482669.0,18597342.0,45000.0,5.4,114.0,51.76,193,0.0,1.2106842009951087,-0.7742413732052554,-0.32424036773694914,-0.46044664042014627,-0.5070820946139452,-0.7664212674260704,-0.31181974028752474,-0.028064608331089792
11.0,2002.0,4,15500000.0,115.0,42.0,211130.0,1555959.0,15000.0,6.3,103.0,56.7,29,0.0,-0.30117140581407076,-0.5521702610504764,-0.2022452275587021,-0.4806159391048091,1.0459162128940576,0.8362924175222258,-0.3433502663548246,-0.3037853692311607
9.0,2012.0,4,12000000.0,107.0,256.0,2002165.0,7919574.0,55000.0,6.6,207.0,84.63,193,0.0,-0.3498917502222222,-0.47874497513645276,0.32700327903314796,0.08922990075867014,-0.003350196023941591,0.9885779355379855,-0.15818324201550088,0.15184461400744934
11.0,2019.0,2,50000000.0,93.0,2844.0,2901335.0,5801249.0,23000.0,4.8,21.0,15.05,38,0.0,2.554535859302836,-0.04191650134801736,-0.02107666482590274,0.1000719702172571,-0.16401834827315923,-0.6997908747279046,0.24766299982136655,-0.2824200506715704
1.0,2005.0,2,32000000.0,95.0,2810.0,18575214.0,82674398.0,35000.0,4.8,144.0,14.11,193,0.0,1.748374253152375,-0.23635777418395806,-0.48288526788370256,-0.6649735309057059,-0.4068186460619087,-0.6057779949227431,-0.41295305573761104,0.14354100865275202
10.0,2012.0,4,44500000.0,120.0,3247.0,19458109.0,136025503.0,640000.0,7.7,410.0,94.9,193,0.0,-0.3168571280354969,-0.42174035704404417,0.6794611898122459,0.24935683638444053,3.06482277275888,0.029131688552300087,1.522202406068193,0.025575801402601815
1.0,2024.0,3,200000000.0,135.0,3605.0,17473540.0,45207275.0,69000.0,5.7,346.0,33.32,192,0.0,-0.7135227169304312,0.8930212667979979,-0.21680099923552468,0.4274411995895472,-0.11458692024521179,-1.310446359379623,-0.48447487694826274,0.3771506655338904
12.0,2009.0,3,20000000.0,88.0,1919.0,6511128.0,15988876.0,32000.0,5.7,69.0,42.7,193,0.0,-0.5191584323534562,0.7896818814603969,0.6218226107612368,1.9771148975056896,-0.2083418829722582,0.2904686781587259,-0.5261012793456731,-0.03434880658262777
6.0,2004.0,2,110000000.0,120.0,2801.0,7576132.0,24008137.0,95000.0,5.9,161.0,35.48,58,0.0,1.2510463444534032,1.1358990684017833,-0.8393784751299203,0.07119302215053204,0.054759411388609715,-0.9456822711054601,-0.11889511113004957,0.21309272791105016
11.0,2016.0,3,47000000.0,116.0,3115.0,24074047.0,100546139.0,773000.0,7.9,494.0,92.63,193,0.0,-0.2750772225064658,-0.26629141658731353,0.4175020687418428,-0.4800264315521102,-0.19347062824253916,0.9710822928535365,0.03732911356459593,0.09610277919354211
4.0,2011.0,3,40000000.0,110.0,3276.0,12222756.0,33035397.0,53000.0,5.7,232.0,28.44,193,0.0,-0.497265412084802,-0.5929166423297734,-0.5588210400040513,-0.5962198067415915,-0.38443616527988833,-1.033813880721741,-0.4706488671739173,0.006945651931885949
11.0,2011.0,2,85000000.0,100.0,3376.0,12068931.0,46462469.0,67000.0,7.1,202.0,88.36,192,0.0,2.952177599475413,-0.4588530300013349,-0.23346927783139426,0.009065438015061565,0.07995022936307973,-0.1035264088897939,0.12053609532938368,0.42840342358087197
8.0,2014.0,4,5000000.0,93.0,2640.0,8632820.0,21222315.0,112000.0,6.2,103.0,30.56,193,0.0,-0.3567663236812064,-0.1742751308587639,2.6982251115896276,-0.3442987619764461,-0.40380648855237017,-0.05597115607335405,-0.30208518072666646,-0.10517504194472325
12.0,2016.0,3,125000000.0,115.0,2996.0,10278225.0,54647948.0,209000.0,5.6,228.0,18.0,212,0.0,-0.15008020827713434,2.038427023953939,-0.501279522367909,-0.6767738400361617,-0.12977432766792235,0.4776305500840139,-0.01278696912162798,-0.23288975974227058
1.0,2005.0,4,30000000.0,109.0,2297.0,7000000.0,20040895.0,82000.0,6.3,205.0,58.86,84,0.0,-0.5517882577746233,0.513530294547342,-0.22329967688612665,1.8769271054433376,0.04220008854704706,0.8194565556286533,-0.2808706879444028,0.41647178739692164
10.0,2009.0,2,65000000.0,100.0,3020.0,6702923.0,19551067.0,40000.0,6.2,162.0,51.27,127,0.0,2.651561148482164,1.1190130066763888,-0.6848715377673328,-0.00011719271592145176,0.1393891595776922,-0.23185588577301408,0.04910282059509331,0.8679456712423128
6.0,2001.0,2,120000000.0,96.0,3071.0,329011.0,84056472.0,134000.0,6.9,175.0,49.5,193,0.0,2.6351289026836056,1.7902331931749478,-0.056081662814295045,-0.2303612174829382,-0.036483235697762476,0.8840855164018164,0.18118109689044726,-0.30877913018333214
4.0,2011.0,3,20000000.0,97.0,465.0,1677000.0,4627375.0,14000.0,5.6,19.0,28.0,193,0.0,-0.2750772225064658,-0.26629141658731353,0.4175020687418428,-0.4800264315521102,-0.19347062824253916,0.9710822928535365,0.03732911356459593,0.09610277919354211
7.0,2017.0,4,30000000.0,115.0,3326.0,18286420.0,51687870.0,207000.0,6.7,416.0,77.08,193,0.0,-0.6641853320044242,1.140649672121864,0.12810852970076014,0.25232452502855846,-0.05217845958337307,0.34178609770032614,-0.3157608883323495,-0.16785809900737345
12.0,2007.0,4,30000000.0,123.0,1400.0,796836.0,50980159.0,300000.0,7.8,256.0,83.28,102,0.0,-0.26354616738598147,-0.9675760805729393,0.03631756528935883,-0.6335729593193897,1.0011040991285673,1.0166974168517178,-1.0136596450562887,0.18308458545184625
7.0,2011.0,4,13000000.0,88.0,66.0,139506.0,1024175.0,111000.0,6.7,213.0,88.97,176,0.0,-0.22792516470877733,1.8129680364133949,-0.3440730639690757,-0.004490296102911853,-0.14433713385642477,-1.1676317808269745,-0.5360995331363498,0.6762852063096148
11.0,2007.0,2,25000000.0,114.0,2310.0,9421369.0,31664162.0,111000.0,7.4,150.0,37.18,193,0.0,-0.36499048575129484,-0.6853894742537118,-0.4294139454616337,-0.4952620901991974,-0.20082756129317678,1.1893015547620027,0.054744688139239585,-0.7641332008894886
12.0,2013.0,4,25000000.0,121.0,2411.0,179302.0,37738810.0,95000.0,7.2,253.0,64.58,55,0.0,-0.37072156364259323,-0.7485427982436414,-0.5200222372382547,-0.2328202940526024,-0.11360431115911661,-0.6706246477109242,0.02770134476739469,0.3326871770380918
7.0,2002.0,3,63000000.0,94.0,3613.0,73071188.0,213307889.0,223000.0,6.2,220.0,54.39,193,0.0,-0.10069764976229365,1.2052078516361435,-0.9450897472875299,1.2952226699404772,-0.20607143397338495,-1.2153938100220472,-0.2327551289321528,0.1372039305270249
11.0,2008.0,3,130000000.0,165.0,2721.0,14800723.0,49554002.0,130000.0,6.6,260.0,53.85,193,0.0,0.1980383627145853,-0.36710868352733567,-0.8084788041563702,-0.9298764583841926,1.3588908518507394,1.1737092514969727,-1.1166753192551073,0.31641510406583273
8.0,2000.0,3,40000000.0,103.0,2255.0,10987006.0,37752931.0,28000.0,5.6,21.0,24.0,193,0.0,-0.3821583964342296,-0.7688800181806,-0.49779185708451956,-0.716209131096552,-0.08374684868075617,1.154709631263326,-0.2652991662374448,0.09365292427500331
12.0,2009.0,3,237000000.0,162.0,3461.0,77025481.0,785221649.0,14000000.0,7.9,376.0,81.2,193,0.0,0.1817919011708773,2.045082276475314,-0.4297917893566475,-0.8229077224443855,-0.12408660596897679,0.5376039610170062,-0.17654958593417008,-0.15378232237420927
5.0,2015.0,3,365000000.0,141.0,4276.0,191271109.0,459005868.0,923000.0,7.3,427.0,74.85,193,1.0,-0.15008020827713434,2.038427023953939,-0.501279522367909,-0.6767738400361617,-0.12977432766792235,0.4776305500840139,-0.01278696912162798,-0.23288975974227058
4.0,2019.0,3,400000000.0,181.0,4662.0,357115007.0,858373000.0,13000000.0,8.4,613.0,92.51,193,1.0,-0.08431057755256872,1.6148352427792456,-0.7851598683846618,-0.6216464898301336,0.10850652826937104,1.013921604989132,0.023848743198931252,0.3988262771421105
4.0,2018.0,3,300000000.0,156.0,4474.0,257698183.0,678815482.0,12000000.0,8.4,544.0,83.31,193,0.0,-0.15008020827713434,2.038427023953939,-0.501279522367909,-0.6767738400361617,-0.12977432766792235,0.4776305500840139,-0.01278696912162798,-0.23288975974227058
11.0,2007.0,4,8600000.0,84.0,2023.0,5856872.0,14377198.0,81000.0,6.5,79.0,25.15,193,0.0,-0.2048648505712541,-0.8297127657979199,0.8207173600936247,1.8140202732358015,-0.15951361941282666,0.9372605159963852,-0.3685236330288244,0.2853539064321951
6.0,2009.0,4,21000000.0,98.0,506.0,130411.0,9451946.0,55000.0,7.0,226.0,65.69,193,0.0,-0.4314957813602366,-1.0165084235044661,-0.8427013860208042,-0.5410924565355633,-0.1461553093425949,-0.4975228258166229,-0.434013154853358,0.6386616888162671
10.0,2006.0,4,20000000.0,143.0,1251.0,389351.0,34302837.0,317000.0,7.5,245.0,69.0,146,0.0,-0.3213841787165863,-0.5009143929197752,-0.17511270830196995,-0.40793696861359113,-0.051195850497277894,0.9816078093690247,0.19641533338330788,-0.21232158750317195
6.0,2001.0,4,16000000.0,130.0,1533.0,8606403.0,28734552.0,17000.0,6.4,119.0,67.5,193,0.0,-0.36403852443463,-0.9502381967971066,-0.06320373031953529,1.3504329684844603,-0.17980350201429313,1.1030591604554958,-0.6216432535688661,0.41043297530553874
6.0,2017.0,4,34000000.0,115.0,3226.0,20553320.0,107825862.0,613000.0,7.5,449.0,91.29,192,0.0,-0.566886993303696,0.3068857954300828,-0.9797169013809084,1.29243511448547,-0.15527727672218822,1.0201801748526704,-0.06794275778966234,-0.49950602750001616
4.0,2008.0,3,30000000.0,99.0,2627.0,17407110.0,60494212.0,48000.0,6.0,200.0,61.64,193,0.0,-0.497265412084802,-0.5929166423297734,-0.5588210400040513,-0.5962198067415915,-0.38443616527988833,-1.033813880721741,-0.4706488671739173,0.006945651931885949
8.0,2008.0,3,70000000.0,100.0,3425.0,9484627.0,22532572.0,99000.0,5.5,120.0,9.38,74,0.0,-0.1785877797827703,2.0605964417372613,0.0008364649672091333,-0.17960697066390052,-0.08192867319458601,0.4846006762529744,-0.36738554452043665,0.1312764417683509
9.0,2012.0,4,3000000.0,93.0,60.0,181494.0,447954.0,49000.0,5.3,131.0,55.31,193,0.0,-0.497265412084802,-0.5929166423297734,-0.5588210400040513,-0.5962198067415915,-0.38443616527988833,-1.033813880721741,-0.4706488671739173,0.006945651931885949
7.0,2003.0,4,130000000.0,147.0,3202.0,46522560.0,138608444.0,268000.0,6.6,219.0,25.33,193,1.0,-0.6668952734251957,0.6894936703981688,-0.2843288598056585,1.996916429798298,-0.2584892280520851,-1.369066956356414,-0.48622038888087515,0.32976451505380444
6.0,2002.0,3,70000000.0,116.0,2944.0,11007367.0,30160161.0,50000.0,5.6,168.0,15.3,69,0.0,-0.7135227169304312,0.8930212667979979,-0.21680099923552468,0.4274411995895472,-0.11458692024521179,-1.310446359379623,-0.48447487694826274,0.3771506655338904
11.0,2004.0,1,5000000.0,106.0,106.0,147370.0,5211842.0,63000.0,7.4,183.0,86.7,166,0.0,-0.2747567352113508,-0.7044419893196043,-0.24264056887210372,1.16153826159516,-0.1950981583041512,0.9229872123922339,0.1946698214506954,-0.2597077379832579
11.0,2009.0,4,25000000.0,122.0,96.0,245398.0,1702112.0,81000.0,6.6,188.0,83.11,193,0.0,-0.17635727906561818,-0.8518821835812423,0.31860137275850675,1.3168534038635402,-0.20735927388616301,0.9302903898274246,-0.0139250576300157,-0.07881229507842628
7.0,2016.0,4,20000000.0,101.0,3215.0,23817340.0,113257297.0,135000.0,6.2,204.0,58.32,193,0.0,-0.43649119436715866,-0.3249510170689486,-0.2361418912215018,-0.28794764425863056,-0.35188516709641005,-1.2069157026160422,-0.008934367553164574,-0.29902885984628935
7.0,2005.0,3,35000000.0,113.0,3183.0,11382472.0,32868349.0,23000.0,5.8,198.0,51.01,193,0.0,-0.5723806735425375,-0.18358042896848842,-0.2616997100851821,-0.26119067146866703,-0.7766216664570844,-1.3334695599223054,1.3318102198843,-0.03860962963110148
11.0,2003.0,4,23000000.0,93.0,2540.0,12500000.0,60060328.0,155000.0,7.1,258.0,76.82,193,0.0,-0.3240941201373578,-0.9520703946434707,-0.5875500978083884,1.3366549361561486,-0.25750661896599,-0.7292452446877152,0.025955832834782196,0.2853010265580059
11.0,2016.0,4,26000000.0,92.0,2945.0,6176680.0,17782178.0,29000.0,5.6,171.0,26.16,193,0.0,-0.2256946639916252,-1.0995105889051087,-0.026308156177777913,1.491970078424529,-0.2697677345480018,-0.7219420672525245,-0.18263904624592886,0.4661964694628375
6.0,2011.0,4,20000000.0,92.0,3049.0,31603106.0,100292856.0,213000.0,5.7,231.0,45.33,193,0.0,-0.497265412084802,-0.5929166423297734,-0.5588210400040513,-0.5962198067415915,-0.38443616527988833,-1.033813880721741,-0.4706488671739173,0.006945651931885949
10.0,2018.0,4,32000000.0,141.0,2808.0,7132647.0,17839115.0,165000.0,7.1,303.0,72.87,193,0.0,-0.2048648505712541,-0.8297127657979199,0.8207173600936247,1.8140202732358015,-0.15951361941282666,0.9372605159963852,-0.3685236330288244,0.2853539064321951
3.0,2014.0,4,10000000.0,89.0,1074.0,113301.0,7779614.0,55000.0,6.6,134.0,66.0,193,0.0,-0.37072156364259323,-0.7485427982436414,-0.5200222372382547,-0.2328202940526024,-0.11360431115911661,-0.6706246477109242,0.02770134476739469,0.3326871770380918
9.0,2013.0,3,8500000.0,96.0,2230.0,9031102.0,21569509.0,97000.0,5.1,110.0,20.42,193,0.0,-0.497265412084802,-0.5929166423297734,-0.5588210400040513,-0.5962198067415915,-0.38443616527988833,-1.033813880721741,-0.4706488671739173,0.006945651931885949
9.0,2000.0,4,35000000.0,119.0,2352.0,5485591.0,15325127.0,13000.0,5.7,110.0,29.31,193,0.0,-0.6668952734251957,0.6894936703981688,-0.2843288598056585,1.996916429798298,-0.2584892280520851,-1.369066956356414,-0.48622038888087515,0.32976451505380444
9.0,2002.0,4,70000000.0,91.0,2705.0,7010474.0,14307963.0,21000.0,3.7,145.0,3.41,213,0.0,-0.5712509322890683,1.1717450520544965,0.6531954461744393,1.7497102922987902,-0.33835554513550764,0.2726399842080469,-0.4765926200836739,0.09318011720925475
10.0,2001.0,3,75000000.0,123.0,3207.0,13050700.0,41575141.0,71000.0,6.5,167.0,63.23,193,0.0,-0.3848683378550011,-1.2200360199042954,-0.910229246590938,1.0283827736731876,-0.29005761714946826,-0.5561434227934139,-0.43575866678597047,0.5912755383361811
8.0,2009.0,2,20000000.0,111.0,2121.0,2231273.0,5210988.0,15000.0,6.3,124.0,79.42,193,0.0,0.9009754152369541,-1.3889634882352602,-0.9339096839246271,-0.34651052939150095,-0.4241206711714962,-0.08240987806096696,-0.2530920563984918,-0.027267622201086396
9.0,2008.0,4,45000000.0,100.0,2654.0,7783266.0,15298133.0,58000.0,5.3,109.0,11.2,193,0.0,-0.6175578884991888,0.9371220757220349,0.060580669130626326,1.8217997552373093,-0.19608076739024638,0.28316550072353525,-0.31750640026496196,-0.21524424948745938
9.0,2002.0,3,12000000.0,102.0,2176.0,20627433.0,75782105.0,34000.0,6.3,154.0,78.99,193,0.0,-0.37072156364259323,-0.7485427982436414,-0.5200222372382547,-0.2328202940526024,-0.11360431115911661,-0.6706246477109242,0.02770134476739469,0.3326871770380918
2.0,2004.0,3,30000000.0,106.0,2711.0,24241612.0,65111277.0,16000.0,5.7,161.0,66.89,193,0.0,-0.37072156364259323,-0.7485427982436414,-0.5200222372382547,-0.2328202940526024,-0.11360431115911661,-0.6706246477109242,0.02770134476739469,0.3326871770380918
4.0,2016.0,3,20000000.0,112.0,2676.0,20242415.0,54030051.0,16000.0,5.9,123.0,84.39,193,1.0,-0.37072156364259323,-0.7485427982436414,-0.5200222372382547,-0.2328202940526024,-0.11360431115911661,-0.6706246477109242,0.02770134476739469,0.3326871770380918
7.0,2023.0,3,151000000.0,114.0,4337.0,162022044.0,636238421.0,540000.0,6.8,564.0,87.05,193,0.0,0.4330709672381191,0.2195878344737243,-0.32329905835699374,-0.6386084171524137,-0.245933996845428,-0.9862990191797225,-0.27383029981579277,-0.04831580549438616
8.0,2006.0,2,51000000.0,90.0,3311.0,15820864.0,72637803.0,35000.0,5.6,24.0,42.0,213,0.0,2.6203054900274014,-0.46550828252271026,-0.30495701084265575,0.1551993204232852,0.07426250766413418,-0.16349981982278625,0.2842987121419258,0.34929598621281077
3.0,2003.0,4,50000000.0,98.0,2876.0,11511960.0,26793311.0,67000.0,6.4,176.0,23.44,193,0.0,-0.45338880162889067,0.3660901002857039,0.33794226474448374,2.032242247711718,0.029938972965035254,0.826759733063844,-0.4894655670251139,0.5973672303017533
3.0,2006.0,4,70000000.0,114.0,1453.0,3201420.0,5971336.0,42000.0,4.4,187.0,9.53,120,0.0,-0.2514922940764896,-0.6261851693980908,0.8882452206637586,0.2445450430270504,-0.015611311605953401,0.995881112973176,-0.3667781210962119,0.33274005691228103
6.0,2005.0,3,150000000.0,140.0,3858.0,48745440.0,205343774.0,16000000.0,8.2,332.0,83.15,193,0.0,-0.5232806862689874,0.4913608767640194,-0.7254156642212446,1.3797602360710763,-0.005645565926289275,0.8124864294596927,0.07372788745440591,0.05230558588630035
3.0,2016.0,3,263000000.0,151.0,4256.0,166007347.0,330360194.0,753000.0,6.5,490.0,30.56,193,0.0,-0.15008020827713434,2.038427023953939,-0.501279522367909,-0.6767738400361617,-0.12977432766792235,0.4776305500840139,-0.01278696912162798,-0.23288975974227058
3.0,2011.0,3,70000000.0,116.0,3417.0,35573187.0,83552429.0,185000.0,5.7,35.0,37.0,193,0.0,-0.15008020827713434,2.038427023953939,-0.501279522367909,-0.6767738400361617,-0.12977432766792235,0.4776305500840139,-0.01278696912162798,-0.23288975974227058
9.0,2017.0,3,25000000.0,121.0,1822.0,518332.0,12638526.0,60000.0,6.7,362.0,82.6,193,0.0,-0.4735764206312467,-0.5501675920507726,-0.19312214532283717,-0.045936385636868485,2.5298321582630305,-1.7566247520028728,3.048831580288552,0.46683759464843194
9.0,2013.0,3,20000000.0,110.0,2008.0,4603177.0,8888355.0,97000.0,5.0,74.0,12.53,193,0.0,-0.36499048575129484,-0.6853894742537118,-0.4294139454616337,-0.4952620901991974,-0.20082756129317678,1.1893015547620027,0.054744688139239585,-0.7641332008894886
5.0,2012.0,3,220000000.0,131.0,3702.0,25534825.0,65422625.0,258000.0,5.8,268.0,35.02,193,0.0,-0.1785877797827703,2.0605964417372613,0.0008364649672091333,-0.17960697066390052,-0.08192867319458601,0.4846006762529744,-0.36738554452043665,0.1312764417683509
5.0,2017.0,4,69000000.0,119.0,3647.0,18503871.0,58060186.0,202000.0,5.5,293.0,20.21,193,0.0,-0.6383877019195598,0.6673242526148462,-0.7864448471407763,1.4997495604260367,-0.30633488252542146,-1.3760370825253745,-0.13162181348206653,-0.03440168645681694
3.0,2005.0,3,75000000.0,118.0,3216.0,23450212.0,56046979.0,72000.0,5.6,208.0,31.28,193,0.0,-0.43347005789663173,-0.7129536948027141,-0.5579709889512992,1.194202464364514,-0.6454191856991822,-1.0578425541998555,-0.15235052472984523,-0.8982266237126917
2.0,2008.0,3,20000000.0,102.0,810.0,4100000.0,11175164.0,94000.0,6.4,165.0,62.24,103,0.0,-0.43649119436715866,-0.3249510170689486,-0.2361418912215018,-0.28794764425863056,-0.35188516709641005,-1.2069157026160422,-0.008934367553164574,-0.29902885984628935
3.0,2011.0,3,17000000.0,86.0,1959.0,9851102.0,27865571.0,80000.0,5.5,124.0,24.98,193,0.0,-0.05028628698621798,-0.7622247656592247,-0.42630412407325824,-0.8623430135047755,-0.0780591269818106,1.2146830421963184,-0.42906178304998693,0.17276036164306463
