movie_name,month,year,budget,runtime,genres,mpaa,screens,opening_week,domestic_box_office,international_box_office,worldwide_box_office,country
Inglourious Basterds,8,2009,70000000.0,153.0,Adventure Drama War,R,3358,38054676.0,120540719.0,200914970.0,321455689.0,
The Ugly Truth,7,2009,38000000.0,96.0,Comedy Romance,R,2975,27605576.0,88915214.0,116383693.0,205298907.0,
Julie & Julia,8,2009,40000000.0,123.0,Biography Drama Romance,PG-13,2528,20027956.0,94125426.0,35415096.0,129540522.0,
The Taking of Pelham 123,6,2009,100000000.0,106.0,Action Crime Thriller,R,3077,23373102.0,65452312.0,84713814.0,150166126.0,
Brï¿½no,7,2009,,81.0,Comedy,R,2759,30619130.0,60054530.0,78751301.0,138805831.0,
The Time Traveler's Wife,8,2009,39000000.0,107.0,Comedy Drama Fantasy Romance Sci-Fi,PG-13,2988,18623171.0,63414846.0,37929566.0,101344412.0,
Ghosts of Girlfriends Past,5,2009,,115.0,Comedy Fantasy Romance,PG-13,3175,15411434.0,55250026.0,47116789.0,102366815.0,
Funny People,7,2009,75000000.0,146.0,Comedy Drama,R,3008,22657780.0,51855045.0,19730190.0,71585235.0,
The Final Destination,8,2009,40000000.0,82.0,Horror Thriller,R,3121,27408309.0,66477700.0,119689439.0,186167139.0,
Land of the Lost,6,2009,100000000.0,102.0,Action Adventure Comedy Sci-Fi,PG-13,3534,18837350.0,49438370.0,19339184.0,68777554.0,
My Sister's Keeper,6,2009,30000000.0,109.0,Drama Family,PG-13,2606,12442212.0,49200230.0,46514645.0,95714875.0,
Year One,6,2009,60000000.0,97.0,Comedy,PG-13,3024,19610304.0,43337279.0,19020621.0,62357900.0,
Drag Me to Hell,5,2009,30000000.0,99.0,Horror,PG-13,2510,15825480.0,42100625.0,48742021.0,90842646.0,
Orphan,7,2009,,123.0,Horror Mystery Thriller,R,2750,12871483.0,41596251.0,36316000.0,77912251.0,
500 Days of Summer,7,2009,7500000.0,95.0,Comedy Drama Romance,PG-13,1048,834501.0,32391374.0,28331360.0,60722734.0,
Halloween II,8,2009,15000000.0,105.0,Horror,R,3088,16349565.0,33392973.0,6028494.0,39421467.0,
Dance Flick,5,2009,25000000.0,83.0,Action Comedy Music,PG-13,2459,10643536.0,25662155.0,5776985.0,31439140.0,
Aliens in the Attic,7,2009,45000000.0,86.0,Adventure Comedy Family Fantasy Sci-Fi,PG,3108,8008423.0,25200412.0,32680644.0,57881056.0,
Shorts,8,2009,,89.0,Adventure Comedy Family Fantasy Sci-Fi,PG,3105,6410339.0,20919166.0,8053342.0,28972508.0,
Imagine That,6,2009,55000000.0,107.0,Comedy Drama Family Fantasy,PG,3011,5503519.0,16123323.0,6861871.0,22985194.0,
A Perfect Getaway,8,2009,14000000.0,98.0,Drama Mystery Thriller,R,2159,5948555.0,15515460.0,7422869.0,22938329.0,
The Goods: Live Hard Sell Hard,8,2009,10000000.0,89.0,Comedy,R,1849,5642137.0,15122676.0,178209.0,15300885.0,
I Love You Beth Cooper,7,2009,18000000.0,102.0,Adventure Comedy Family Romance,PG-13,1872,4919433.0,14800725.0,1021182.0,15821907.0,
All About Steve,9,2009,,99.0,Comedy Family Romance,PG-13,2265,11241214.0,33862903.0,6242639.0,40105542.0,
Gamer,9,2009,,95.0,Action Sci-Fi Thriller,R,2502,9156057.0,20534907.0,20293633.0,40828540.0,
Next Day Air,5,2009,,84.0,Action Comedy Crime,R,1139,4111043.0,10027047.0,145472.0,10172519.0,
My Life in Ruins,6,2009,,98.0,Comedy Romance,PG-13,1165,3223161.0,8665206.0,11790276.0,20455482.0,
The Collector,7,2009,,90.0,Horror Thriller,R,1325,3576296.0,7712114.0,2522361.0,10234475.0,
Taking Woodstock,8,2009,30000000.0,120.0,Biography Comedy Drama History Music,R,1395,3457760.0,7460204.0,2515533.0,9975737.0,
Post Grad,8,2009,,88.0,Comedy Family Romance,PG-13,1959,2651996.0,6380019.0,34710.0,6414729.0,
Extract,9,2009,8000000.0,92.0,Comedy Crime Romance,R,1614,4340108.0,10823158.0,25625.0,10848783.0,
Bandslam,8,2009,,111.0,Comedy Drama Family Music Romance,PG,2121,2231273.0,5210988.0,7014035.0,12225023.0,
9,9,2009,30000000.0,79.0,Action Adventure Animation Drama Fantasy Sci-Fi Thriller,PG-13,2060,10740446.0,31749894.0,16678169.0,48428063.0,
Battle for Terra,5,2009,,90.0,Action Adventure Animation Family Sci-Fi Thriller,PG,1159,1082064.0,1647083.0,4482557.0,6129640.0,
X Games 3D: The Movie,8,2009,,92.0,Documentary Sport,PG,1399,837216.0,1391434.0,81313.0,1472747.0,
The Lazarus Effect,2,2015,3300000.0,83.0,Horror Mystery Sci-Fi Thriller,PG-13,2666,10203437.0,25801570.0,12555322.0,38356892.0,
Night at the Museum: Secret of the Tomb,12,2014,127000000.0,98.0,Adventure Comedy Family Fantasy,PG,3914,17100520.0,113746621.0,249458014.0,363204635.0,
The DUFF,2,2015,8500000.0,101.0,Comedy Romance,PG-13,2622,10809149.0,34030343.0,9679401.0,43709744.0,
Big Hero 6,11,2014,165000000.0,102.0,Action Adventure Animation Comedy Crime Family Mystery Sci-Fi,PG,3773,56215889.0,222527828.0,435300000.0,657827828.0,
Fifty Shades of Grey,2,2015,40000000.0,125.0,Drama Romance Thriller,R,3655,85171450.0,166167230.0,403484237.0,569651467.0,
Run All Night,3,2015,50000000.0,114.0,Action Crime Thriller,R,3171,11012305.0,26461644.0,45200000.0,71661644.0,
The Martian,10,2015,108000000.0,144.0,Adventure Drama Sci-Fi,PG-13,3854,54308575.0,228433663.0,401728227.0,630161890.0,
Hotel Transylvania 2,9,2015,80000000.0,89.0,Adventure Animation Comedy Family Fantasy Horror,PG,3768,48464322.0,169700110.0,305099890.0,474800000.0,
Maze Runner: The Scorch Trials,9,2015,61000000.0,131.0,Action Adventure Sci-Fi Thriller,PG-13,3792,30316510.0,81697192.0,230598864.0,312296056.0,
The Intern,9,2015,35000000.0,121.0,Comedy Drama,PG-13,3320,17728313.0,75764672.0,119000000.0,194764672.0,
The Visit,9,2015,5000000.0,94.0,Horror Mystery Thriller,PG-13,3148,25427560.0,65206105.0,33243957.0,98450062.0,
Black Mass,9,2015,53000000.0,123.0,Biography Crime Drama,R,3188,22635037.0,62575678.0,37400000.0,99975678.0,
Goosebumps,10,2015,58000000.0,103.0,Adventure Comedy Fantasy Horror,PG,3618,23618556.0,80080379.0,78180573.0,158260952.0,
The Perfect Guy,9,2015,12000000.0,100.0,Drama Romance Thriller,PG-13,2230,25888154.0,57027435.0,3245738.0,60273173.0,
Bridge of Spies,10,2015,40000000.0,142.0,Drama History Thriller War,PG-13,2873,15371203.0,72313754.0,93164594.0,165478348.0,
Sicario,9,2015,30000000.0,121.0,Action Crime Drama Mystery Thriller,R,2620,401288.0,46889293.0,37983151.0,84872444.0,
Everest,9,2015,55000000.0,121.0,Action Adventure Biography Drama Thriller,PG-13,3009,7222035.0,43482270.0,159945314.0,203427584.0,
War Room,8,2015,3000000.0,120.0,Drama,PG,1945,11351389.0,67790117.0,5477757.0,73267874.0,
Pan,10,2015,150000000.0,111.0,Action Adventure Comedy Family Fantasy,PG,3515,15315435.0,35088320.0,93900000.0,128988320.0,
Crimson Peak,10,2015,55000000.0,119.0,Drama Horror Mystery Romance Thriller,R,2991,13143310.0,31090320.0,43589502.0,74679822.0,
The Last Witch Hunter,10,2015,90000000.0,106.0,Action Adventure Fantasy,PG-13,3082,10812861.0,27367660.0,119569250.0,146936910.0,
A Walk in the Woods,9,2015,,104.0,Adventure Biography Comedy Drama,R,2158,8246267.0,29504281.0,7956993.0,37461274.0,
Steve Jobs,10,2015,30000000.0,122.0,Biography Drama,R,2493,521522.0,17766658.0,16675215.0,34441873.0,
Paranormal Activity: The Ghost Dimension,10,2015,10000000.0,88.0,Horror Mystery,R,1656,8070493.0,18300124.0,60603000.0,78903124.0,
Mission: Impossible - Rogue Nation,7,2015,150000000.0,131.0,Action Adventure Thriller,PG-13,3988,55520089.0,195042377.0,487671890.0,682714267.0,
Straight Outta Compton,8,2015,28000000.0,147.0,Biography Drama History Music,R,3142,60200180.0,161197785.0,40437206.0,201634991.0,
Woodlawn,10,2015,,123.0,Biography Drama History Sport,PG,1553,4002226.0,14394097.0,,14401617.0,
The Walk,9,2015,35000000.0,123.0,Adventure Biography Drama History,PG,2509,1560299.0,10137502.0,51044440.0,61181942.0,
Burnt,10,2015,20000000.0,101.0,Comedy Drama,R,3003,5002521.0,13651946.0,22954797.0,36606743.0,
No Escape,8,2015,,103.0,Action Thriller,R,3415,8111264.0,27288872.0,27130000.0,54418872.0,
The Green Inferno,9,2015,5000000.0,100.0,Adventure Horror,R,1543,3520626.0,7192291.0,5474158.0,12666449.0,
The Transporter Refueled,9,2015,,96.0,Action Thriller,PG-13,3434,7355622.0,16029670.0,56600000.0,72629670.0,
Inside Out,6,2015,175000000.0,95.0,Adventure Animation Comedy Drama Family Fantasy,PG,4158,90440272.0,356461711.0,501149463.0,857611174.0,
Grandma,8,2015,600000.0,79.0,Comedy Drama,R,1061,115540.0,6980524.0,224549.0,7205073.0,
Minions,7,2015,74000000.0,91.0,Adventure Animation Comedy Crime Family Sci-Fi,PG,4311,115718405.0,336045770.0,823352627.0,1159398397.0,
Ant-Man,7,2015,130000000.0,117.0,Action Comedy Sci-Fi,PG-13,3868,57225526.0,180202163.0,339109802.0,519311965.0,
The Man from U.N.C.L.E.,8,2015,75000000.0,116.0,Action Adventure Comedy,PG-13,3673,13421036.0,45445109.0,64600000.0,110045109.0,
Pixels,7,2015,88000000.0,105.0,Action Comedy Fantasy Sci-Fi,PG-13,3723,24011616.0,78747585.0,166127224.0,244874809.0,
Jurassic World,6,2015,150000000.0,124.0,Action Adventure Sci-Fi,PG-13,4291,208806270.0,652270625.0,1018130012.0,1670400637.0,
Our Brand Is Crisis,10,2015,28000000.0,107.0,Comedy Drama,R,2202,3238433.0,7002261.0,2000000.0,9002261.0,
The Gift,8,2015,5000000.0,108.0,Drama Mystery Thriller,R,2503,11854273.0,43787265.0,15191388.0,58978653.0,
Sinister 2,8,2015,10000000.0,97.0,Horror Mystery Thriller,R,2799,10542116.0,27740955.0,25588195.0,53329150.0,
Trainwreck,7,2015,35000000.0,125.0,Comedy Drama Romance,R,3171,30097040.0,110212700.0,30583093.0,140795793.0,
Rock the Kasbah,10,2015,,106.0,Comedy Music War,R,2012,1470592.0,3020664.0,373510.0,3394174.0,
Scouts Guide to the Zombie Apocalypse,10,2015,15000000.0,93.0,Action Comedy Horror,R,1509,1841007.0,3703046.0,12434000.0,16137046.0,
Jem and the Holograms,10,2015,5000000.0,118.0,Adventure Drama Family Fantasy Music Romance Sci-Fi,PG,2417,1375320.0,2184640.0,149044.0,2333684.0,
Hitman: Agent 47,8,2015,35000000.0,96.0,Action Adventure Crime Mystery Thriller,R,3273,8326530.0,22467450.0,59880206.0,82347656.0,
Vacation,7,2015,31000000.0,99.0,Adventure Comedy,R,3430,14681108.0,58884188.0,48344033.0,107228221.0,
Back To The Future Day,10,2015,,342.0,,,1815,,1650000.0,3200000.0,4850000.0,
Truth,10,2015,,125.0,Biography Drama History Thriller,R,1122,66232.0,2541854.0,2841243.0,5383097.0,
Fantastic Four,8,2015,120000000.0,100.0,Action Adventure Sci-Fi,PG-13,4004,25685737.0,56117548.0,111765333.0,167882881.0,
Shaun the Sheep Movie,8,2015,,85.0,Adventure Animation Comedy Family Fantasy,PG,2360,4038962.0,19375982.0,86833396.0,106209378.0,
Ricki and the Flash,8,2015,18000000.0,101.0,Comedy Drama Music,PG-13,2064,6610961.0,26822144.0,14503184.0,41325328.0,
Southpaw,7,2015,30000000.0,124.0,Action Drama Sport,R,2772,16701294.0,52421953.0,39548874.0,91970827.0,
American Ultra,8,2015,28000000.0,96.0,Action Comedy,R,2778,5454284.0,14440985.0,12821389.0,27262374.0,
Avengers: Age of Ultron,5,2015,250000000.0,141.0,Action Adventure Sci-Fi,PG-13,4276,191271109.0,459005868.0,943800000.0,1402805868.0,
San Andreas,5,2015,110000000.0,114.0,Action Adventure Thriller,PG-13,3812,54588173.0,155190832.0,319400000.0,474590832.0,
Mad Max: Fury Road,5,2015,150000000.0,120.0,Action Adventure Sci-Fi Thriller,R,3722,45428128.0,153636354.0,225800000.0,379436354.0,
Max,6,2015,20000000.0,111.0,Adventure Drama Family War,PG,2870,12155254.0,42656255.0,1300000.0,43956255.0,
Paper Towns,7,2015,12000000.0,109.0,Adventure Comedy Drama Mystery Romance,PG-13,3031,12650140.0,32000304.0,53511996.0,85512300.0,
We Are Your Friends,8,2015,,96.0,Drama Music Romance,R,2333,1767308.0,3591417.0,6757315.0,10348732.0,
Spy,6,2015,65000000.0,120.0,Action Comedy,R,3715,29085719.0,110825712.0,124840507.0,235666219.0,
Dope,6,2015,7000000.0,103.0,Adventure Comedy Crime Drama,R,2002,6100010.0,17506470.0,480311.0,17986781.0,
Terminator Genisys,7,2015,155000000.0,126.0,Action Adventure Sci-Fi Thriller,PG-13,3783,27018486.0,89760956.0,350842581.0,440603537.0,
Tomorrowland,5,2015,190000000.0,130.0,Action Adventure Family Fantasy Mystery Sci-Fi,PG,3972,33028165.0,93436322.0,115599346.0,209035668.0,
Magic Mike XXL,7,2015,14800000.0,115.0,Comedy Drama Music,R,3376,12857184.0,66013057.0,56600000.0,122613057.0,
The Gallows,7,2015,100000.0,81.0,Horror Mystery Thriller,R,2720,9808463.0,22764410.0,20200000.0,42964410.0,
Cinderella,3,2015,95000000.0,105.0,Adventure Drama Family Fantasy Romance,PG,3848,67877361.0,201151353.0,341200000.0,542351353.0,
Home,3,2015,135000000.0,94.0,Adventure Animation Comedy Family Fantasy Sci-Fi,PG,3801,52107731.0,177397510.0,208644097.0,386041607.0,
American Sniper,12,2014,58800000.0,133.0,Action Biography Drama War,R,3885,633456.0,350126372.0,197500000.0,547626372.0,
The SpongeBob Movie: Sponge Out of Water,2,2015,74000000.0,92.0,Adventure Animation Comedy Family Fantasy,PG,3680,55365012.0,162994032.0,162192000.0,325186032.0,
Kingsman: The Secret Service,2,2015,81000000.0,129.0,Action Adventure Comedy Thriller,R,3282,36206331.0,128261724.0,286089822.0,414351546.0,
Taken 3,1,2015,48000000.0,108.0,Action Adventure Crime Drama Mystery Thriller,PG-13,3594,39201657.0,89256424.0,237222717.0,326479141.0,
Paddington,1,2015,55000000.0,95.0,Adventure Comedy Family Fantasy,PG,3355,18966676.0,76271832.0,206098303.0,282370135.0,
The Imitation Game,11,2014,,114.0,Biography Drama Thriller War,PG-13,2402,479352.0,91125683.0,142430025.0,233555708.0,
The Wedding Ringer,1,2015,23000000.0,101.0,Comedy Romance,R,3003,20649306.0,64460211.0,15339669.0,79799880.0,
The Hobbit: The Battle of the Five Armies,12,2014,,144.0,Adventure Fantasy,PG-13,3875,54724334.0,255119788.0,700900000.0,956019788.0,
Into the Woods,12,2014,50000000.0,125.0,Adventure Comedy Drama Family Fantasy Musical,PG,2833,31051923.0,128002372.0,84900000.0,212902372.0,
Selma,12,2014,20000000.0,128.0,Biography Drama History,PG-13,2235,571450.0,52076908.0,14711000.0,66787908.0,
Unbroken,12,2014,65000000.0,137.0,Action Biography Drama Sport War,PG-13,3301,30621445.0,115637895.0,45821402.0,161459297.0,
Jupiter Ascending,2,2015,176000000.0,127.0,Action Adventure Sci-Fi,PG-13,3181,18372372.0,47387723.0,136900000.0,184287723.0,
The Boy Next Door,1,2015,4000000.0,91.0,Thriller,R,2615,14910105.0,35423380.0,17002475.0,52425855.0,
The Woman in Black 2: Angel of Death,1,2015,,98.0,Drama Horror Thriller,PG-13,2602,15027415.0,26501323.0,22352982.0,48854305.0,
Focus,2,2015,50100000.0,105.0,Comedy Crime Drama Romance,R,3323,18685137.0,53862963.0,105300000.0,159162963.0,
Annie,12,2014,65000000.0,118.0,Comedy Drama Family Musical,PG,3197,15861939.0,85911262.0,50942244.0,136853506.0,
McFarland USA,2,2015,,129.0,Biography Drama Sport,PG,2792,11020798.0,44482410.0,1227649.0,45710059.0,
Project Almanac,1,2015,12000000.0,106.0,Drama Mystery Sci-Fi Thriller,PG-13,2900,8310252.0,22348241.0,10865000.0,33213241.0,
Black or White,1,2015,9000000.0,121.0,Drama,PG-13,1823,6213362.0,21571189.0,262778.0,21833967.0,
The Hunger Games: Mockingjay - Part 1,11,2014,125000000.0,123.0,Action Adventure Sci-Fi Thriller,PG-13,4151,121897634.0,337135885.0,418220826.0,755356711.0,
Seventh Son,2,2015,95000000.0,102.0,Action Adventure Fantasy,PG-13,2875,7217640.0,17223265.0,96955348.0,114178613.0,
Birdman or (The Unexpected Virtue of Ignorance),10,2014,18000000.0,119.0,Comedy Drama,R,1213,424397.0,42340598.0,60874496.0,103215094.0,
Wild,12,2014,,115.0,Adventure Biography Drama,R,1361,606810.0,37880356.0,14621185.0,52501541.0,
Still Alice,1,2015,5000000.0,101.0,Drama,PG-13,1318,197000.0,18754371.0,26024824.0,44779195.0,
The Gambler,12,2014,25000000.0,111.0,Crime Drama Thriller,R,2494,9129999.0,33680992.0,5600000.0,39280992.0,
Strange Magic,1,2015,,99.0,Adventure Animation Comedy Family Fantasy Musical Romance,PG,3020,5504441.0,12429583.0,1173870.0,13603453.0,
The Theory of Everything,11,2014,15000000.0,123.0,Biography Drama Romance,PG-13,1220,208763.0,35893537.0,87833151.0,123726688.0,
Hot Tub Time Machine 2,2,2015,14000000.0,93.0,Comedy Mystery Sci-Fi,R,2901,5963324.0,12314651.0,767000.0,13081651.0,
Blackhat,1,2015,70000000.0,133.0,Action Crime Thriller,R,2568,3901815.0,8005980.0,11646077.0,19652057.0,
Mortdecai,1,2015,60000000.0,107.0,Action Adventure Comedy Crime Mystery,R,2648,4200586.0,7696134.0,39579561.0,47275695.0,
Penguins of Madagascar,11,2014,132000000.0,92.0,Action Adventure Animation Comedy Crime Family Sci-Fi,PG,3775,25447444.0,83850911.0,289664710.0,373515621.0,
Exodus: Gods and Kings,12,2014,140000000.0,150.0,Action Adventure Drama Fantasy,PG-13,3503,24115934.0,65014513.0,203161118.0,268175631.0,
Interstellar,11,2014,165000000.0,169.0,Adventure Drama Sci-Fi,PG-13,3561,47510360.0,188020017.0,493050380.0,681070397.0,
Big Eyes,12,2014,,106.0,Biography Crime Drama Romance,PG-13,1408,3001738.0,14482031.0,14771135.0,29253166.0,
The Loft,1,2015,,108.0,Mystery Romance Thriller,R,1841,2747342.0,6002684.0,5013759.0,11016443.0,
Top Five,12,2014,,102.0,Comedy Romance,R,1426,6896593.0,25317471.0,800000.0,26117471.0,
Horrible Bosses 2,11,2014,42000000.0,108.0,Comedy Crime,R,3400,15457418.0,54445357.0,53200000.0,107645357.0,
Gone Girl,10,2014,61000000.0,149.0,Drama Mystery Thriller,R,3284,37513109.0,167767189.0,201563174.0,369330363.0,
Alexander and the Terrible Horrible No Good Very Bad Day,10,2014,28000000.0,81.0,Comedy Drama Family Fantasy,PG,3117,18360230.0,66954149.0,33700000.0,100654149.0,
Dumb and Dumber To,11,2014,40000000.0,109.0,Comedy,PG-13,3188,36111775.0,86208010.0,83629000.0,169837010.0,
St. Vincent,10,2014,,102.0,Comedy Drama,PG-13,2552,109878.0,44137712.0,10699522.0,54837234.0,
The Book of Life,10,2014,50000000.0,95.0,Adventure Animation Comedy Family Fantasy Musical Romance,PG,3113,17005218.0,50151543.0,49632013.0,99783556.0,
Nightcrawler,10,2014,8500000.0,117.0,Crime Drama Thriller,R,2766,10441000.0,32381217.0,15044618.0,47425835.0,
Fury,10,2014,68000000.0,134.0,Action Drama War,R,3313,23702421.0,85817906.0,126000000.0,211817906.0,
The Boxtrolls,9,2014,60000000.0,96.0,Adventure Animation Comedy Family Fantasy,PG,3464,17275239.0,50837305.0,57418465.0,108255770.0,
The Maze Runner,9,2014,34000000.0,113.0,Action Mystery Sci-Fi Thriller,PG-13,3638,32512804.0,102427862.0,245891999.0,348319861.0,
The Grand Budapest Hotel,3,2014,25000000.0,99.0,Adventure Comedy Crime,R,1467,811166.0,59301324.0,113635617.0,172936941.0,
The Equalizer,9,2014,55000000.0,132.0,Action Crime Thriller,R,3236,34137828.0,101530738.0,90800000.0,192330738.0,
Guardians of the Galaxy,8,2014,170000000.0,121.0,Action Adventure Comedy Sci-Fi,PG-13,4088,94320883.0,333176600.0,439600000.0,772776600.0,
John Wick,10,2014,20000000.0,101.0,Action Crime Thriller,R,2589,14415922.0,43037835.0,42975221.0,86013056.0,
The Judge,10,2014,50000000.0,141.0,Crime Drama Mystery Thriller,R,3003,13116226.0,47119388.0,37300000.0,84419388.0,
Beyond the Lights,11,2014,7000000.0,116.0,Drama Music Romance,PG-13,1789,6200284.0,14618727.0,,14618727.0,
The Best of Me,10,2014,26000000.0,118.0,Drama Romance,PG-13,2936,10003827.0,26766213.0,11843455.0,38609668.0,
20000 Days on Earth,9,2014,,97.0,Documentary Drama Music,28,27879,279558.0,1826000.0,2105558.0,,
Batman v Superman: Dawn of Justice,3,2016,250000000.0,151.0,Action Adventure Sci-Fi,PG-13,4256,166007347.0,330360194.0,544000000.0,874360194.0,
Zootopia,3,2016,,108.0,Action Adventure Animation Comedy Family Sci-Fi,PG,3959,75063401.0,341268248.0,682515947.0,1023784195.0,
The Jungle Book,4,2016,175000000.0,106.0,Action Adventure Animation Drama Family Fantasy Musical,PG,4144,103261464.0,364001123.0,602549477.0,966550600.0,
10 Cloverfield Lane,3,2016,,103.0,Drama Horror Mystery Sci-Fi Thriller,PG-13,3427,24727437.0,72082998.0,38134000.0,110216998.0,
Deadpool,2,2016,58000000.0,108.0,Action Comedy,R,3856,132434639.0,363070709.0,419541446.0,782612155.0,
Allegiant,3,2016,,120.0,Action Adventure Mystery Sci-Fi Thriller,PG-13,3740,29027348.0,66184051.0,113062817.0,179246868.0,
London Has Fallen,3,2016,60000000.0,99.0,Action Thriller,R,3492,21635601.0,62524260.0,143230187.0,205754447.0,
Miracles from Heaven,3,2016,13000000.0,109.0,Biography Drama Family,PG,3155,14812393.0,61705123.0,12277880.0,73983003.0,
My Big Fat Greek Wedding 2,3,2016,,94.0,Comedy Romance,PG-13,3179,17861950.0,59689605.0,30943036.0,90632641.0,
The Boss,4,2016,29000000.0,99.0,Comedy,R,3495,23586645.0,63285885.0,15558697.0,78844582.0,
Barbershop: The Next Cut,4,2016,,111.0,Comedy Drama,PG-13,2676,20242415.0,54030051.0,1600000.0,55630051.0,
The Huntsman: Winter's War,4,2016,115000000.0,114.0,Action Adventure Drama Fantasy Romance Sci-Fi War,PG-13,3802,19445035.0,48390190.0,116599148.0,164989338.0,
Whiskey Tango Foxtrot,3,2016,35000000.0,112.0,Biography Comedy Drama War,R,2413,7450275.0,23083334.0,1888805.0,24972139.0,
God's Not Dead 2,4,2016,,120.0,Drama Fantasy,PG,2419,7623662.0,20774575.0,3713273.0,24487848.0,
Eye in the Sky,3,2016,,102.0,Action Drama Thriller War,R,1089,113803.0,18704595.0,16555058.0,35259653.0,
Criminal,4,2016,,113.0,Action Sci-Fi Thriller,R,2683,5767278.0,14708696.0,24095297.0,38803993.0,
Gods of Egypt,2,2016,140000000.0,127.0,Action Adventure Drama Fantasy,PG-13,3117,14123903.0,31153464.0,119527400.0,150680864.0,
Risen,2,2016,20000000.0,107.0,Action Drama History Mystery,PG-13,2915,11801271.0,36880033.0,9552546.0,46432579.0,
Keanu,4,2016,15000000.0,100.0,Action Comedy Crime,R,2681,9453224.0,20591853.0,158000.0,20749853.0,
Kung Fu Panda 3,1,2016,145000000.0,95.0,Action Adventure Animation Comedy Family Fantasy,PG,3987,41282042.0,143528619.0,377642206.0,521170825.0,
Mother's Day,4,2016,25000000.0,118.0,Comedy Drama Romance,PG-13,3291,8369184.0,32492859.0,16289811.0,48782670.0,
The Revenant,12,2015,135000000.0,156.0,Action Adventure Drama Western,R,3711,474560.0,183637894.0,349312609.0,532950503.0,
Star Wars: Episode VII - The Force Awakens,12,2015,245000000.0,138.0,Action Adventure Sci-Fi,PG-13,4134,247966675.0,936662225.0,1131561399.0,2068223624.0,
Hardcore Henry,4,2016,,96.0,Action Adventure Sci-Fi Thriller,R,3015,5107604.0,9252038.0,7558524.0,16810562.0,
Meet the Blacks,4,2016,,94.0,Comedy Horror,R,1015,4055940.0,9097072.0,,9097072.0,
Eddie the Eagle,2,2016,23000000.0,106.0,Adventure Biography Comedy Drama History Sport,PG-13,2044,6084682.0,15789389.0,30363411.0,46152800.0,
The Brothers Grimsby,3,2016,,83.0,Action Adventure Comedy Crime,R,2235,3258327.0,6874837.0,21104203.0,27979040.0,
The Witch,2,2016,4000000.0,92.0,Drama Fantasy Horror Mystery Thriller,R,2204,8800230.0,25138705.0,15285240.0,40423945.0,
The Young Messiah,3,2016,,111.0,Drama Fantasy,PG-13,1769,3294876.0,6490401.0,839937.0,7330338.0,
How to Be Single,2,2016,38000000.0,110.0,Comedy Drama Romance,R,3357,17878911.0,46843513.0,65700000.0,112543513.0,
Ratchet & Clank,4,2016,,94.0,Action Adventure Animation Comedy Family Fantasy Sci-Fi,PG,2895,4869278.0,8821329.0,4564408.0,13385737.0,
Spotlight,11,2015,,129.0,Biography Crime Drama,R,1227,295009.0,45055776.0,53634478.0,98690254.0,
Triple 9,2,2016,,115.0,Action Crime Drama Thriller,R,2205,6109085.0,12639297.0,10538651.0,23177948.0,
Race,2,2016,,134.0,Biography Drama Sport,PG-13,2387,7353922.0,19206207.0,5864054.0,25070261.0,
Ride Along 2,1,2016,40000000.0,102.0,Action Comedy Crime,PG-13,3192,35243095.0,91221830.0,33383467.0,124605297.0,
Daddy's Home,12,2015,,96.0,Comedy Family,PG-13,3483,38740203.0,150357137.0,92429000.0,242786137.0,
Hail Caesar!,2,2016,22000000.0,106.0,Comedy Drama Mystery,PG-13,2248,11355225.0,30498085.0,33149571.0,63647656.0,
The 5th Wave,1,2016,38000000.0,112.0,Action Adventure Sci-Fi Thriller,PG-13,2908,10326356.0,34916787.0,74989585.0,109906372.0,
The Big Short,12,2015,28000000.0,130.0,Biography Comedy Drama History,R,2529,705527.0,70259870.0,63181000.0,133440870.0,
The Boy,1,2016,10000000.0,97.0,Horror Mystery Thriller,PG-13,2671,10778392.0,35819556.0,28368811.0,64188367.0,
The Finest Hours,1,2016,,117.0,Action Drama History Thriller,PG-13,3143,10288932.0,27569558.0,24529532.0,52099090.0,
Alvin and the Chipmunks: The Road Chip,12,2015,,92.0,Adventure Comedy Family Fantasy Music Musical,PG,3705,14287159.0,85886987.0,148911649.0,234798636.0,
Zoolander 2,2,2016,,101.0,Action Adventure Comedy Mystery Romance,PG-13,3418,13841146.0,28848693.0,27874000.0,56722693.0,
The Good Dinosaur,11,2015,,93.0,Adventure Animation Comedy Drama Family Fantasy,PG,3749,39155217.0,123087120.0,209120551.0,332207671.0,
The Bronze,3,2016,,100.0,Comedy Drama Sport,R,1167,386328.0,615816.0,,615816.0,
The Hateful Eight,12,2015,44000000.0,168.0,Crime Drama Mystery Thriller Western,R,2938,4610676.0,54117416.0,101642701.0,155760117.0,
13 Hours,1,2016,50000000.0,144.0,Action Drama History Thriller War,R,2917,16194738.0,52853219.0,16558151.0,69411370.0,
The Choice,2,2016,,111.0,Drama Romance,PG-13,2631,6050443.0,18730891.0,4333124.0,23064015.0,
Dirty Grandpa,1,2016,25000000.0,102.0,Comedy,R,2912,11111875.0,35593113.0,58479915.0,94073028.0,
Fifty Shades of Black,1,2016,,92.0,Comedy,R,2075,5900528.0,11686940.0,10540574.0,22227514.0,
Spectre,11,2015,245000000.0,148.0,Action Adventure Thriller,PG-13,3929,70403148.0,200074609.0,680600000.0,880674609.0,
Norm of the North,1,2016,,88.0,Adventure Animation Comedy Family,PG,2411,6844137.0,17062499.0,13672003.0,30734502.0,
