movie_name,month,year,budget,runtime,genres,mpaa,screens,opening_week,domestic_box_office,international_box_office,worldwide_box_office,country
Concussion,12,2015,35000000.0,123.0,Biography Drama Sport,PG-13,2841,10513749.0,34542474.0,14081098.0,48623572.0,
The Forest,1,2016,10000000.0,93.0,Horror Mystery Thriller,PG-13,2509,12741176.0,26594261.0,13117739.0,39712000.0,
Joy,12,2015,60000000.0,124.0,Biography Drama,PG-13,2924,17015168.0,56451232.0,44682827.0,101134059.0,
The Peanuts Movie,11,2015,99000000.0,88.0,Adventure Animation Comedy Drama Family,G,3902,44213073.0,130178411.0,116054702.0,246233113.0,
Sisters,12,2015,30000000.0,118.0,Comedy,R,2978,13922855.0,87044645.0,17966408.0,105011053.0,
Finding Dory,6,2016,,97.0,Adventure Animation Comedy Family,PG,4305,135060273.0,486295561.0,542275328.0,1028570889.0,
Captain America: Civil War,5,2016,250000000.0,147.0,Action Sci-Fi,PG-13,4226,179139142.0,408084349.0,745211944.0,1153296293.0,
The Secret Life of Pets,7,2016,75000000.0,86.0,Adventure Animation Comedy Family,PG,4381,104352905.0,368623860.0,507073607.0,875697467.0,
Suicide Squad,8,2016,175000000.0,123.0,Action Adventure Fantasy Sci-Fi,PG-13,4255,133682248.0,325100054.0,424100000.0,749200054.0,
Jason Bourne,7,2016,120000000.0,123.0,Action Thriller,PG-13,4039,59215365.0,162434410.0,253050504.0,415484914.0,
X-Men: Apocalypse,5,2016,178000000.0,144.0,Action Adventure Sci-Fi,PG-13,4153,65769562.0,155442489.0,388491616.0,543934105.0,
Star Trek Beyond,7,2016,185000000.0,122.0,Action Adventure Sci-Fi Thriller,PG-13,3928,59253211.0,158848340.0,184623476.0,343471816.0,
Central Intelligence,6,2016,50000000.0,107.0,Action Comedy Crime,PG-13,3508,35535250.0,127440871.0,89500000.0,216940871.0,
Ghostbusters,7,2016,144000000.0,117.0,Action Comedy Fantasy Sci-Fi,PG-13,3963,46018755.0,128350574.0,100796935.0,229147509.0,
The Legend of Tarzan,7,2016,180000000.0,110.0,Action Adventure Drama Fantasy Romance,PG-13,3591,38527856.0,126643061.0,230600000.0,357243061.0,
The Angry Birds Movie,5,2016,73000000.0,97.0,Action Adventure Animation Comedy Family,PG,3932,38155177.0,107509366.0,244824563.0,352333929.0,
Bad Moms,7,2016,20000000.0,100.0,Comedy,R,3215,23817340.0,113257297.0,70678777.0,183936074.0,
Independence Day: Resurgence,6,2016,165000000.0,120.0,Action Adventure Sci-Fi,PG-13,4130,41039944.0,103144286.0,286537649.0,389681935.0,
The Conjuring 2,6,2016,40000000.0,134.0,Horror Mystery Thriller,R,3356,40406314.0,102470008.0,218900000.0,321370008.0,
Sausage Party,8,2016,19000000.0,89.0,Adventure Animation Comedy Fantasy,R,3135,34263534.0,97685686.0,43019636.0,140705322.0,
Teenage Mutant Ninja Turtles: Out of the Shadows,6,2016,135000000.0,112.0,Action Adventure Comedy Sci-Fi,PG-13,4071,35316382.0,82051601.0,163572247.0,245623848.0,
The Purge: Election Year,7,2016,10000000.0,108.0,Action Horror Sci-Fi Thriller,R,2821,31515110.0,79213375.0,39374505.0,118587880.0,
Alice Through the Looking Glass,5,2016,170000000.0,113.0,Adventure Family Fantasy Mystery,PG,3763,26858726.0,77041381.0,222415643.0,299457024.0,
Lights Out,7,2016,4900000.0,81.0,Horror Mystery,PG-13,2835,21688103.0,67268835.0,82100000.0,149368835.0,
Pete's Dragon,8,2016,65000000.0,102.0,Action Adventure Comedy Drama Family Fantasy,PG,3702,21514095.0,76233151.0,67462187.0,143695338.0,
Now You See Me 2,6,2016,,129.0,Action Adventure Comedy Crime Mystery Thriller,PG-13,3232,22383146.0,65075540.0,269822066.0,334897606.0,
Ice Age: Collision Course,7,2016,105000000.0,94.0,Adventure Animation Comedy Family Sci-Fi,PG,3997,21373064.0,64063008.0,344516030.0,408579038.0,
Me Before You,6,2016,20000000.0,110.0,Drama Romance,PG-13,2762,18723269.0,56245075.0,152200000.0,208445075.0,
Neighbors 2: Sorority Rising,5,2016,,92.0,Comedy,R,3416,21760405.0,55455765.0,52551344.0,108007109.0,
Don't Breathe,8,2016,9900000.0,88.0,Crime Horror Thriller,R,3384,26411706.0,89217875.0,68543127.0,157761002.0,
The Shallows,6,2016,17000000.0,86.0,Action Drama Horror Thriller,PG-13,2962,16800868.0,55124043.0,63976715.0,119100758.0,
The BFG,7,2016,140000000.0,117.0,Adventure Family Fantasy,PG,3392,18775350.0,55483770.0,139759641.0,195243411.0,
Warcraft,6,2016,160000000.0,123.0,Action Adventure Fantasy,PG-13,3406,24166110.0,47365290.0,391683624.0,439048914.0,
Mike and Dave Need Wedding Dates,7,2016,33000000.0,98.0,Comedy Romance,R,3008,16628170.0,46009673.0,31058573.0,77068246.0,
Money Monster,5,2016,27000000.0,98.0,Action Crime Drama Mystery Thriller,R,3104,14788157.0,41012075.0,52270529.0,93282604.0,
Nerve,7,2016,19000000.0,96.0,Action Adventure Crime Drama Thriller,PG-13,2538,9445456.0,38583626.0,46667799.0,85251425.0,
Kubo and the Two Strings,8,2016,60000000.0,101.0,Action Adventure Animation Family Fantasy,PG,3279,12608372.0,48023088.0,28226350.0,76249438.0,
War Dogs,8,2016,,114.0,Biography Comedy Crime Drama War,R,3258,14685305.0,43034523.0,43400000.0,86434523.0,
The Nice Guys,5,2016,50000000.0,116.0,Action Comedy Crime Thriller,R,2865,11203270.0,36261763.0,35000000.0,71261763.0,
Ben-Hur,8,2016,100000000.0,123.0,Action Adventure Drama Romance,PG-13,3084,11203815.0,26410477.0,67650834.0,94061311.0,
Florence Foster Jenkins,8,2016,29000000.0,111.0,Biography Comedy Drama Music,PG-13,1528,6601313.0,27383770.0,21519183.0,48902953.0,
Free State of Jones,6,2016,50000000.0,139.0,Action Biography Drama History War Western,R,2815,7572206.0,20810036.0,4225914.0,25035950.0,
Nine Lives,8,2016,30000000.0,87.0,Comedy Drama Family Fantasy,PG,2264,6249915.0,19700032.0,38114413.0,57814445.0,
Hell or High Water,8,2016,12000000.0,102.0,Crime Drama Thriller Western,R,1505,621329.0,27007844.0,10872033.0,37879877.0,
Mechanic: Resurrection,8,2016,,98.0,Action Adventure Crime Thriller,R,2258,7456525.0,21218403.0,104511232.0,125729635.0,
The Infiltrator,7,2016,,127.0,Biography Crime Drama Thriller,R,1601,5303775.0,15436808.0,5574302.0,21011110.0,
Hillary's America: The Secret History of the Democratic Party,7,2016,,106.0,Biography Documentary History,PG-13,1217,74814.0,13099931.0,,13099931.0,
The Darkness,5,2016,,92.0,Horror Thriller,PG-13,1769,4950859.0,10753574.0,144719.0,10898293.0,
Popstar: Never Stop Never Stopping,6,2016,,87.0,Comedy Drama Music Musical,R,2313,4698715.0,9639125.0,40904.0,9680029.0,
The Light Between Oceans,9,2016,20000000.0,133.0,Drama Romance,PG-13,1500,4765838.0,12545979.0,13429642.0,25975621.0,
Hands of Stone,8,2016,,111.0,Biography Drama Sport,R,2011,1751388.0,4712792.0,265561.0,4978353.0,
Batman: The Killing Joke,7,2016,,76.0,Action Animation Crime Drama Thriller,R,1325,,3775000.0,687034.0,4462034.0,
Morgan,9,2016,8000000.0,92.0,Action Horror Sci-Fi Thriller,R,2020,2012709.0,3915251.0,4894156.0,8809407.0,
Sully,9,2016,60000000.0,96.0,Biography Drama,PG-13,3955,35028301.0,125070033.0,118800000.0,243870033.0,
The Magnificent Seven,9,2016,90000000.0,132.0,Action Adventure Drama Western,PG-13,3696,34703397.0,93432655.0,68927981.0,162360636.0,
Miss Peregrine's Home for Peculiar Children,9,2016,110000000.0,127.0,Adventure Drama Family Fantasy Thriller,PG-13,3835,28871140.0,87242834.0,209239612.0,296482446.0,
Storks,9,2016,70000000.0,87.0,Adventure Animation Comedy Family Fantasy,PG,3922,21311407.0,72679278.0,111000000.0,183679278.0,
The Girl on the Train,10,2016,45000000.0,112.0,Crime Drama Mystery Thriller,R,3241,24536265.0,75395035.0,97790824.0,173185859.0,
The Accountant,10,2016,44000000.0,128.0,Action Crime Drama Mystery Thriller,R,3402,24710273.0,86260045.0,69300000.0,155560045.0,
Deepwater Horizon,9,2016,110000000.0,107.0,Action Drama History Thriller,PG-13,3403,20223544.0,61433527.0,60356846.0,121790373.0,
Boo! A Madea Halloween,10,2016,20000000.0,103.0,Comedy Drama Horror Mystery,PG-13,2299,28501448.0,73206343.0,1621001.0,74827344.0,
Jack Reacher: Never Go Back,10,2016,60000000.0,118.0,Action Crime Drama Thriller,PG-13,3780,22872490.0,58697076.0,103449000.0,162146076.0,
When the Bough Breaks,9,2016,10000000.0,107.0,Drama Thriller,PG-13,2246,14202323.0,29747603.0,910784.0,30658387.0,
Ouija: Origin of Evil,10,2016,9000000.0,99.0,Drama Horror Mystery Thriller,PG-13,3168,14065500.0,35144505.0,46561241.0,81705746.0,
Bridget Jones's Baby,9,2016,35000000.0,123.0,Comedy Drama Romance,R,2930,8571785.0,24252420.0,187700000.0,211952420.0,
Kevin Hart: What Now?,10,2016,9900000.0,96.0,Comedy Documentary,R,2567,11767210.0,23591043.0,,23591043.0,
Snowden,9,2016,40000000.0,134.0,Biography Crime Drama Thriller,R,2443,8000058.0,21587519.0,15769697.0,37357216.0,
Blair Witch,9,2016,5000000.0,89.0,Horror Mystery Thriller,R,3121,9576057.0,20777061.0,24396093.0,45173154.0,
Inferno,10,2016,75000000.0,121.0,Action Adventure Crime Drama Mystery Thriller,PG-13,3576,14860425.0,34343574.0,185677685.0,220021259.0,
Middle School: The Worst Years of My Life,10,2016,8500000.0,92.0,Comedy Family,PG,2822,6878437.0,20007149.0,3308990.0,23316139.0,
Masterminds,9,2016,,95.0,Biography Comedy Crime,PG-13,3042,6541205.0,17368022.0,12306677.0,29674699.0,
The Birth of a Nation,10,2016,8500000.0,120.0,Biography Drama History,R,2105,7004254.0,15861566.0,917646.0,16779212.0,
Keeping Up with the Joneses,10,2016,40000000.0,105.0,Action Comedy,PG-13,3022,5461475.0,14904426.0,15014319.0,29918745.0,
Queen of Katwe,9,2016,15000000.0,124.0,Biography Drama Sport,PG,1259,304933.0,8874389.0,1492772.0,10367161.0,
The Wild Life,9,2016,,91.0,Adventure Animation Comedy Family,PG,2493,3342696.0,8005586.0,32069860.0,40075446.0,
Max Steel,10,2016,,92.0,Action Adventure Fantasy Sci-Fi,PG-13,2034,2182216.0,3818664.0,2453739.0,6272403.0,
The Disappointments Room,9,2016,15000000.0,91.0,Drama Horror Thriller,R,1554,1402823.0,2423468.0,3321572.0,5745040.0,
Moonlight,10,2016,4000000.0,111.0,Drama,R,1564,402075.0,27854932.0,37317679.0,65172611.0,
Flawless,3,2008,,108.0,Crime Drama Thriller,PG-13,65,181910.0,1200234.0,5619353.0,6819587.0,
Bigger Stronger Faster*,5,2008,,105.0,Documentary Sport,PG-13,26,31576.0,308575.0,,308575.0,
OSS 117: Cairo Nest of Spies,5,2008,,99.0,Action Adventure Comedy Crime,,13,31418.0,303543.0,22752341.0,23055884.0,
Galapagos,10,1999,,39.0,Documentary Short,,14,,18630372.0,10718800.0,29349172.0,
Surfwise,5,2008,,93.0,Documentary Sport,R,13,10304.0,269994.0,24242.0,294236.0,
Flight of the Red Balloon,4,2008,,115.0,Drama Family,,14,35222.0,461674.0,874313.0,1335991.0,
The 13th Alley,6,2008,,81.0,Horror,R,72,112946.0,250992.0,,250992.0,
Jellyfish,4,2008,,78.0,Drama,,14,25352.0,341221.0,569093.0,910314.0,
The Foot Fist Way,5,2008,,85.0,Comedy,R,25,36391.0,234286.0,11006.0,245292.0,
Miss Pettigrew Lives for a Day,3,2008,,92.0,Comedy Romance,PG-13,539,2490942.0,12313694.0,4411239.0,16724933.0,
The Band's Visit,2,2008,,87.0,Comedy Drama Music Romance,PG-13,121,67492.0,3054457.0,11533130.0,14587587.0,
How the Garcia Girls Spent Their Summer,5,2008,,128.0,Comedy Drama Romance,R,84,91432.0,215303.0,,215303.0,
Hell Ride,8,2008,,84.0,Action Drama Thriller,R,82,100164.0,213608.0,176520.0,390128.0,
Standard Operating Procedure,4,2008,,116.0,Crime Documentary War,R,21,14108.0,229117.0,95100.0,324217.0,
Chris & Don: A Love Story,6,2008,,90.0,Biography Documentary Romance,,12,10337.0,216110.0,,216110.0,
The Grocer's Son,6,2008,,96.0,Drama,,7,10587.0,264889.0,4830607.0,5095496.0,
The Singing Revolution,12,2007,,94.0,Documentary History Music,,5,2475.0,426855.0,,426855.0,
Goal II: Living the Dream,8,2008,,115.0,Drama Sport,PG-13,99,150098.0,225067.0,7639838.0,7864905.0,
The Life Before Her Eyes,4,2008,13000000.0,90.0,Drama Fantasy Mystery Thriller,R,48,20220.0,303439.0,6945051.0,7248490.0,
Mister Lonely,5,2008,,112.0,Comedy Drama,,8,16769.0,167396.0,240278.0,407674.0,
God Tussi Great Ho,8,2008,,152.0,Comedy Drama Fantasy,,69,121432.0,163756.0,4643882.0,4807638.0,
Elsa & Fred,6,2008,,108.0,Comedy Drama Romance,PG,15,10246.0,189024.0,2805063.0,2994087.0,
My Winnipeg,6,2008,,80.0,Comedy Documentary Drama Fantasy History,,10,14309.0,159363.0,126106.0,285469.0,
My Father My Lord,5,2008,,72.0,Drama,,9,24096.0,203708.0,367858.0,571566.0,
My Brother is an Only Child,3,2008,,108.0,Comedy Crime Drama History,R,14,9357.0,255620.0,12638442.0,12894062.0,
The Unknown Woman,5,2008,,118.0,Drama Mystery Thriller,R,2,5701.0,152114.0,6716672.0,6868786.0,
Constantine's Sword,4,2008,,93.0,Biography Documentary,,6,10131.0,179507.0,,179507.0,
The Year My Parents Went on Vacation,2,2008,,110.0,Drama,PG,30,80655.0,807117.0,2411253.0,3218370.0,
Married Life,3,2008,12000000.0,91.0,Biography Crime Drama Family Romance,PG-13,120,55851.0,1507990.0,1380325.0,2888315.0,
Baghead,6,2008,,84.0,Comedy Drama Horror Romance,R,18,8640.0,140106.0,,140106.0,
Sixty Six,8,2008,,81.0,Biography Comedy Drama,PG-13,17,9359.0,224614.0,,224614.0,
Boy A,7,2008,,106.0,Drama,R,10,13024.0,113662.0,1088713.0,1202375.0,
Mere Baap Pehle Aap,6,2008,,163.0,Comedy Drama Romance,,55,113576.0,113576.0,7319847.0,7433423.0,
The Legend of God's Gun,7,2008,,78.0,Fantasy Musical Western,,8,15096.0,243768.0,,243768.0,
Bustin' Down the Door,7,2008,,96.0,Documentary Sport,,17,17317.0,109427.0,78400.0,187827.0,
Trumbo,6,2008,,96.0,Biography Documentary,PG-13,6,28125.0,109057.0,,109057.0,
Where in the World Is Osama Bin Laden?,4,2008,,90.0,Comedy Documentary War,PG-13,102,148698.0,384955.0,266823.0,651778.0,
Caramel,2,2008,,95.0,Comedy Drama Romance,PG,50,71916.0,1055580.0,13193169.0,14248749.0,
In Search of a Midnight Kiss,8,2008,,90.0,Comedy Romance,,11,13385.0,172605.0,1121571.0,1294176.0,
A Man Named Pearl,8,2007,,78.0,Documentary,G,9,8378.0,208392.0,,208392.0,
Tashan,4,2008,,120.0,Action Comedy Drama Romance,,75,301226.0,457380.0,10825957.0,11283337.0,
A Girl Cut in Two,8,2008,,115.0,Drama Thriller,,21,18658.0,409658.0,8078879.0,8488537.0,
A Jihad for Love,5,2008,,81.0,Documentary,,5,10519.0,105651.0,,105651.0,
The Midnight Meat Train,8,2008,,98.0,Horror Mystery Thriller,R,102,34394.0,83361.0,3450952.0,3534313.0,
Days and Clouds,7,2008,,118.0,Drama,,4,16707.0,112102.0,6854122.0,6966224.0,
Trouble the Water,8,2008,,90.0,Documentary,,15,28606.0,520151.0,2615.0,522766.0,
Love Comes Lately,6,2008,,86.0,Comedy Drama,,6,14610.0,78079.0,49879.0,127958.0,
Il trittico dell'amore,5,2008,,,,,43,2235.0,80374.0,,80374.0,
Alexandra,3,2008,,95.0,Drama War,,4,9401.0,128222.0,331917.0,460139.0,
Kenny,6,2008,,99.0,Comedy,PG-13,6,3857.0,69220.0,6662831.0,6732051.0,
Kabluey,7,2008,,86.0,Comedy,PG-13,4,7373.0,83506.0,13157.0,96663.0,
Stuck,5,2008,,85.0,Comedy Crime Drama Thriller,R,16,8844.0,67505.0,83944.0,151449.0,
Louise Bourgeois,6,2008,,52.0,Documentary,,4,9220.0,95865.0,578.0,96443.0,
The Duchess of Langeais,2,2008,,137.0,Drama Music Romance,,11,22251.0,282749.0,700046.0,982795.0,
Wild Safari - A South African Adventure,4,2005,,40.0,Documentary Short,,21,,16621530.0,17635605.0,34257135.0,
Bloodline,5,2008,,113.0,Mystery,,5,6658.0,64698.0,,64698.0,
CSNY/Dï¿½jï¿½ Vu,7,2008,,96.0,Documentary Music,R,24,33997.0,65025.0,167235.0,232260.0,
Water Lilies,4,2008,,85.0,Drama Romance,,3,7418.0,85440.0,542818.0,628258.0,
Take Out,6,2008,,87.0,Drama,,5,10505.0,69816.0,,69816.0,
Mother of Tears,6,2008,,102.0,Drama Horror Thriller,R,7,19419.0,58669.0,3061288.0,3119957.0,
Bella,10,2007,3300000.0,91.0,Drama Romance,PG-13,457,1328448.0,8070537.0,4012759.0,12083296.0,
Finding Amanda,6,2008,,96.0,Comedy Drama,R,13,31340.0,57297.0,20113.0,77410.0,
Blood of My Blood,5,2008,,110.0,Drama Thriller,,7,8385.0,55730.0,509294.0,565024.0,
La Rondine,5,2008,,106.0,Music,,5,2972.0,49088.0,,49088.0,
Tuya's Marriage,4,2008,,86.0,Drama Romance,,5,2619.0,88148.0,2388618.0,2476766.0,
Fireproof,9,2008,500000.0,122.0,Drama Romance,PG,905,6836036.0,33456317.0,,33473297.0,
Religulous,10,2008,2500000.0,101.0,Comedy Documentary War,R,568,3409643.0,13011160.0,627955.0,13639115.0,
Vicky Cristina Barcelona,8,2008,,96.0,Comedy Drama Romance,PG-13,726,3755575.0,23216709.0,73192591.0,96409830.0,
Fly Me to the Moon 3D,8,2008,25000000.0,84.0,Adventure Animation Family,G,713,1900523.0,13816982.0,27904432.0,41721414.0,
Rachel Getting Married,10,2008,,113.0,Drama Romance,R,391,293369.0,12796841.0,4141127.0,16937968.0,
RocknRolla,10,2008,,114.0,Action Crime Thriller,R,826,144701.0,5700626.0,20040237.0,25742207.0,
Choke,9,2008,,92.0,Comedy Drama,R,435,1319286.0,2926565.0,1055894.0,3982459.0,
Elegy,8,2008,,112.0,Drama Romance,R,142,104168.0,3581642.0,11312705.0,14894347.0,
Tell No One,7,2008,,131.0,Crime Drama Mystery Romance Thriller,,112,169707.0,6177192.0,27229800.0,33406992.0,
Frozen River,8,2008,,97.0,Crime Drama,R,96,70234.0,2511476.0,2946188.0,5457664.0,
Bottle Shock,8,2008,,110.0,Comedy Drama,PG-13,401,278075.0,4078607.0,549946.0,4628553.0,
Transsiberian,7,2008,,111.0,Crime Drama Mystery Thriller,R,154,34615.0,2206405.0,3720005.0,5926410.0,
Man on Wire,7,2008,,94.0,Biography Crime Documentary History Sport Thriller,PG-13,93,51392.0,2962242.0,2296327.0,5258569.0,
Sea Monsters: A Prehistoric Adventure,10,2007,,40.0,Adventure Animation Documentary Short,,252,605722.0,23746066.0,26906397.0,50652463.0,
The Nightmare Before Christmas,10,2008,,76.0,Animation Family Fantasy Musical,PG,284,398411.0,1109188.0,1469370.0,2578558.0,
Happy-Go-Lucky,10,2008,,118.0,Comedy Drama Romance,R,202,73867.0,3512016.0,15184586.0,18696602.0,
What Just Happened,10,2008,,104.0,Comedy Drama,R,88,192508.0,1090947.0,5619941.0,6710888.0,
Forever Strong,9,2008,,112.0,Drama Sport,PG-13,259,,719556.0,,719556.0,
Heroes,10,2008,,139.0,Action Adventure Comedy Crime Musical,R,60,326425.0,655538.0,3574237.0,4229775.0,
Magnificent Desolation: Walking on the Moon,9,2005,,40.0,Animation Documentary Short,,82,479587.0,34137524.0,6201878.0,40339402.0,
Dolphins and Whales 3D: Tribes of the Ocean,2,2008,,42.0,Adventure Documentary Short,,42,41695.0,7714996.0,1093663.0,8808659.0,
Deep Sea,3,2006,,41.0,Documentary Short,G,47,700213.0,46412757.0,51818148.0,98230905.0,
I've Loved You So Long,10,2008,,117.0,Drama,PG-13,69,72205.0,3169305.0,19102871.0,22272176.0,
I Served the King of England,8,2008,,113.0,Comedy Drama Romance War,R,38,53218.0,617403.0,6701807.0,7319210.0,
The Legend of Drona,10,2008,,138.0,Action Adventure Fantasy,,90,199329.0,475104.0,5001300.0,5476404.0,
Brideshead Revisited,7,2008,,134.0,Drama Romance,PG-13,501,339616.0,6432256.0,7018930.0,13451186.0,
A Secret,9,2008,,105.0,Drama War,,11,37135.0,623558.0,15870964.0,16494522.0,
Space Station 3D,4,2002,,47.0,Documentary,,64,489488.0,93383953.0,34979928.0,128363881.0,
Synecdoche New York,10,2008,20000000.0,124.0,Drama,R,119,172194.0,3083538.0,1387786.0,4471324.0,
Towelhead,9,2008,,124.0,Drama,R,100,52823.0,372124.0,303538.0,675662.0,
Everybody Wants to Be Italian,9,2008,3000000.0,105.0,Comedy Romance,R,98,197861.0,351416.0,181310.0,532726.0,
Billy: The Early Years,10,2008,,98.0,Biography Drama,PG,282,192042.0,347328.0,,347328.0,
Noah's Arc: Jumping the Broom,10,2008,,101.0,Drama Romance,R,9,151337.0,532878.0,,532878.0,
Passengers,10,2008,,93.0,Mystery Romance Thriller,PG-13,125,172544.0,292437.0,5494715.0,5787152.0,
The Lucky Ones,9,2008,,115.0,Adventure Comedy Drama Romance War,R,425,183088.0,266967.0,20600.0,287567.0,
Morning Light,10,2008,,100.0,Documentary Sport,PG,55,129295.0,275497.0,,275776.0,
Beer for My Horses,8,2008,,86.0,Action Comedy Crime,PG-13,91,209253.0,666045.0,,666045.0,
Battle in Seattle,9,2008,,99.0,Action Drama History Thriller,R,40,46903.0,224169.0,684678.0,908847.0,
The Children of Huang Shi,5,2008,,125.0,Drama War,R,43,42755.0,1031872.0,6753445.0,7785317.0,
U2 3D,1,2008,,85.0,Documentary Music,,686,946000.0,10363341.0,12367501.0,22730842.0,
The Wackness,7,2008,,99.0,Comedy Drama Romance,R,142,138401.0,2077116.0,1098353.0,3175469.0,
Henry Poole Is Here,8,2008,,99.0,Comedy Drama,PG,527,805219.0,1836515.0,87285.0,1923800.0,
Brick Lane,6,2008,,102.0,Drama,PG-13,49,47124.0,1095398.0,2699194.0,3794592.0,
Mera Pind: My Home,9,2008,,165.0,Comedy Drama Musical Romance,,19,176976.0,176976.0,453394.0,630370.0,
Let the Right One In,10,2008,,114.0,Drama Fantasy Horror Romance,R,53,49295.0,2122065.0,9105271.0,11227336.0,
When Did You Last See Your Father?,6,2008,,92.0,Biography Drama,PG-13,57,39210.0,1077273.0,1675198.0,2752471.0,
Call + Response,10,2008,,86.0,Documentary History Music,PG-13,17,41346.0,215185.0,,215185.0,
Roving Mars,1,2006,,40.0,Documentary Short,,27,412337.0,10407978.0,570998.0,10978976.0,
Proud American,9,2008,,115.0,Drama,PG,750,135000.0,131357.0,,131357.0,
Fashion,10,2008,,167.0,Drama Romance,,40,105812.0,191442.0,8467271.0,8658713.0,
Flow: For Love of Water,3,2008,,84.0,Documentary,,11,3644.0,142569.0,,142569.0,
I.O.U.S.A.,8,2008,,85.0,Documentary,PG,358,61313.0,821046.0,5753.0,826799.0,
Ashes of Time,10,2008,,100.0,Action Drama,R,18,21372.0,174273.0,1835421.0,2009694.0,
Encounters at the End of the World,6,2008,,99.0,Documentary,G,39,17730.0,944933.0,260531.0,1205464.0,
Hounddog,9,2008,,98.0,Drama Music,R,11,13744.0,131961.0,,131961.0,
Gonzo,7,2008,,120.0,Biography Documentary Music,R,59,191942.0,1252100.0,239858.0,1491958.0,
Sky Kids,8,2008,,118.0,Action Adventure Drama,,17,6845.0,144680.0,,144680.0,
The Visitor,4,2008,,104.0,Drama,PG-13,270,86488.0,9427089.0,8770429.0,18197518.0,
Greetings from the Shore,9,2008,,116.0,Comedy Drama Romance,R,31,40527.0,96314.0,,96314.0,
Another Gay Sequel: Gays Gone Wild!,8,2008,,99.0,Comedy Romance,,7,21086.0,104828.0,,104828.0,
The Other End of the Line,10,2008,,106.0,Comedy Drama Family Romance,PG-13,91,59078.0,115592.0,391942.0,507534.0,
The Pool,9,2008,,98.0,Drama,,8,7736.0,95102.0,,95102.0,
Humboldt County,9,2008,,97.0,Comedy Drama,R,9,25933.0,82357.0,,82357.0,
American Teen,7,2008,,95.0,Documentary,PG-13,109,45589.0,942441.0,187829.0,1130270.0,
Ping Pong Playa,9,2008,,96.0,Comedy Sport,PG-13,14,30797.0,77907.0,,77907.0,
Haunted Castle,2,2001,,38.0,Animation Horror Short Thriller,PG,10,,13651656.0,25441510.0,39093166.0,
A Thousand Years of Good Prayers,9,2008,,83.0,Drama,,7,10321.0,76806.0,1588779.0,1665585.0,
The Last Mistress,6,2008,6000000.0,115.0,Drama Romance,,29,33554.0,785671.0,1045906.0,1831577.0,
Save Me,9,2008,,96.0,Drama Romance,,5,6992.0,83397.0,,83397.0,
The Edge of Heaven,5,2008,,122.0,Drama,,20,14257.0,742349.0,17062216.0,17804565.0,
Talento de barrio,10,2008,,107.0,Action Crime Drama Music,R,20,36118.0,68542.0,1581656.0,1650198.0,
Allah Made Me Funny: Live in Concert,10,2008,,83.0,Comedy Documentary Family Talk-Show,,14,38867.0,66903.0,,66903.0,
Momma's Man,8,2008,,94.0,Comedy Drama,,9,11072.0,100435.0,22950.0,123385.0,
Up the Yangtze,4,2008,,93.0,Documentary,,23,15851.0,783969.0,245242.0,1029211.0,
Hallam Foe,9,2008,,95.0,Drama Mystery Romance,R,6,13490.0,60641.0,2089158.0,2149799.0,
Young@Heart,4,2008,,107.0,Documentary Music,PG,212,50937.0,3992189.0,3104813.0,7097002.0,
Lola Montï¿½s,10,2008,,116.0,Biography Drama Romance,,4,12569.0,120306.0,160008.0,280314.0,
Roadside Romeo,10,2008,,93.0,Adventure Animation Comedy Family Fantasy Music Musical Romance,,29,41770.0,55202.0,1922819.0,1978021.0,
August Evening,9,2008,,128.0,Drama,PG-13,4,3296.0,74759.0,,74759.0,
Surfer Dude,9,2008,6000000.0,85.0,Comedy,R,69,5971.0,52132.0,,52132.0,
Boogie Man: The Lee Atwater Story,9,2008,,86.0,Biography Documentary,,10,10939.0,60332.0,,60332.0,
Ballast,10,2008,,96.0,Drama,,5,8572.0,77556.0,2154.0,79710.0,
Emma Smith: My Story,4,2008,,98.0,Biography Drama History,PG,42,94959.0,881787.0,,881787.0,
Fear(s) of the Dark,10,2008,,83.0,Animation Horror Mystery,,8,6103.0,77876.0,372937.0,450813.0,
All Roads Lead Home,9,2008,,108.0,Drama Family,PG,46,31785.0,43907.0,,43907.0,
Sukiyaki Western Django,8,2008,,121.0,Action Western,R,4,9856.0,50659.0,2674599.0,2725258.0,
Moving Midway,9,2008,,95.0,Documentary,,4,6539.0,40864.0,,40864.0,
Bachna Ae Haseeno,8,2008,,152.0,Comedy Drama Romance,,71,322431.0,702166.0,10684264.0,11386430.0,
Breakfast with Scot,10,2008,,90.0,Comedy Drama Music Romance Sport,PG-13,6,11455.0,46060.0,,46060.0,
Loins of Punjab Presents,9,2008,,88.0,Comedy Music,,8,14850.0,39891.0,,39891.0,
Enlighten Up!,9,2008,,82.0,Documentary,,12,11799.0,246649.0,,246649.0,
Roman de gare,4,2008,,103.0,Drama,R,38,25484.0,1852764.0,2988368.0,4841132.0,
Walking on Dead Fish,9,2008,,,Documentary,PG-13,4,10524.0,30328.0,,30328.0,
My Name Is Bruce,10,2008,,84.0,Comedy Fantasy Horror,R,4,16432.0,173066.0,,173066.0,
One Day You'll Understand,10,2008,,90.0,Drama,,7,19198.0,145642.0,49724.0,195366.0,
Frontrunners,10,2008,,83.0,Documentary,,6,6888.0,26976.0,,26976.0,
Beautiful Losers,8,2008,,90.0,Documentary Music,,3,10607.0,56386.0,7678.0,64064.0,
